username,tweet_date,text,hashtags
KRaju29878,2021-05-06 14:55:58,"Verified | Delhi | Status of Bed Availability till 6:00 PM, 6th May 2021. 

#BedsAvailability #Delhi #COVIDSecondWave #CovidResources https://t.co/rXJdmVONIt","[{'text': 'BedsAvailability', 'indices': [94, 111]}, {'text': 'Delhi', 'indices': [112, 118]}, {'text': 'COVIDSecondWave', 'indices': [119, 135]}]"
josecy8606,2021-05-06 14:55:50,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI 
Oxygen Refilling
Contact number:-9136219936

Location:-A 16, Naraina Industrial Area (Near PVR Cinemas)

Last verified:- 6/05/21, 7:17 PM

#DelhiCovid #Covid19IndiaHelp",[]
mainhusuperman,2021-05-06 14:55:50,"#Delhi #covidresources
ICU beds available in Delhi:
1. World Brain Centre Hospital, Janakpuri
2. PGH Hospital, Vikas Nagar
Personally verified.
#COVIDSecondWave #CoviBuddy #CovidHelp #VerifiedCovidResources #Verified #CovidSOS #COVID19","[{'text': 'Delhi', 'indices': [21, 27]}, {'text': 'covidresources', 'indices': [28, 43]}]"
teens4teens2,2021-05-06 14:55:44,"Oxygen cans available in #DelhiNCR
Location- Jangpura, Delhi
Price- Rs. 1100 for 10L can
Contact- 9953119260 ( Raman) 

Verified at 8.02pm, 6th May
#COVIDSecondWaveInIndia #COVIDEmergencyIndia #Covid19IndiaHelp","[{'text': 'DelhiNCR', 'indices': [25, 34]}, {'text': 'COVIDSecondWaveInIndia', 'indices': [148, 171]}, {'text': 'COVIDEmergencyIndia', 'indices': [172, 192]}, {'text': 'Covid19IndiaHelp', 'indices': [193, 210]}]"
SehrishLone,2021-05-06 14:55:41,"Oxygen concentrator available at Delhi
Contact 9711367008
Price 55,000 + GST
Self Verified by on 6 May 15:25",[]
findthecolors,2021-05-06 14:55:35,"@Dev_akash_ Some good people are posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
heartistsiren,2021-05-06 14:55:28,"@IChandyok @Natashaa_Sharma Old tweet sharing it for phone numbers

saroj super Speciality hospital has 26 covid beds : 01127903333
tirath ram shah charitable hospital has 12 beds : 8375975629
these were the nearest hospitals with covid beds 
verified ✅✅
#COVID19India 
#Beds 
#Delhi","[{'text': 'COVID19India', 'indices': [255, 268]}, {'text': 'Beds', 'indices': [270, 275]}, {'text': 'Delhi', 'indices': [277, 283]}]"
jiten99,2021-05-06 14:55:27,"#Delhi #IndiaFightsCorona #Beds #hospital #COVIDRELIEF
Source : Delhi Govt Helpline phone 1031
ICU availability: 10 ICU available at NKS Hosp, Delhi 
Last verified 7 pm today 
Ventilator: No ventilator bed available 
Oxygen Bed : 34 oxygen beds available at Guru Teg Bagadur hosp","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'IndiaFightsCorona', 'indices': [26, 44]}, {'text': 'Beds', 'indices': [45, 50]}, {'text': 'hospital', 'indices': [51, 60]}, {'text': 'COVIDRELIEF', 'indices': [61, 73]}]"
DhimanHT,2021-05-06 14:55:24,"VERIFIED 6/5/21 at 9:41 AM

7835964348
7835964349
7835964354
7835964363
7835964370
 
SVP hospital helpline

#Delhi #beds","[{'text': 'Delhi', 'indices': [128, 134]}, {'text': 'beds', 'indices': [135, 140]}]"
ItsNg100,2021-05-06 14:55:02,For Oxygen #Delhi these are verified https://t.co/IqtYXmAZ7M,"[{'text': 'Delhi', 'indices': [28, 34]}]"
000insomniac000,2021-05-06 14:54:59,"CITIZEN FACILITATION : 
Delhi does not have a verified central helpline number for people to meet their oxygen requirement, or get admitted to hospitals. It has not spread awareness about phone number or addresses of the 14 oxygen cylinder refillers in the city..!!",[]
irfansorcerer,2021-05-06 14:54:41,"Guys, my friend's father needs an oxygen cylinder or concentrator on rent in Palam, Delhi

Please only share leads you've benefitted from or verified personally, no WhatsApp or twitter forwards

#OxygenCrisis #Oxygen #urgent #delhioxygen",[]
Neha__jj__,2021-05-06 14:54:32,"HOME ICU SETUP 
VENTILATOR &amp; NURSE FACILITY IS ALSO AVAILABLE
LOCATION - DELHI/NCR
WHATS APP - 8923921305 
MEDISOLUTIONS PVT LTD
personally verified 6th may (8:22pm)
#DelhiFightsCorona #delhicovidresources #verified #ArvindKejriwal #NarendraModi #homeicu #CoronaUpdate #DelhiSOS","[{'text': 'DelhiFightsCorona', 'indices': [170, 188]}, {'text': 'delhicovidresources', 'indices': [189, 209]}, {'text': 'verified', 'indices': [210, 219]}, {'text': 'ArvindKejriwal', 'indices': [220, 235]}, {'text': 'NarendraModi', 'indices': [236, 249]}, {'text': 'homeicu', 'indices': [250, 258]}, {'text': 'CoronaUpdate', 'indices': [259, 272]}, {'text': 'DelhiSOS', 'indices': [273, 282]}]"
Irreverent_KUP,2021-05-06 14:54:22,"@ShwetaPriyada11 //✅
*Verified oxygen beds lead*

Location- DRDO SVP Covid centre, DELHI

SERVICE AVAILABLE- OXYGEN BEDS FOR CRITICAL COVID PATIENTS (O2 level above 85)

CONTACT- +91/01126655959

verified at 20:15 on 06/05

#BedsAvailability #bed #COVIDSecondWave #COVID19 #Beds #AMPLIFY",[]
josecy8606,2021-05-06 14:54:19,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Delhi
Oxygen cylinders 
Name: Monu kumar
Phone: 8178877352
Location: Ballabhgarh
Last Verified @ 06/05/21, 6:54 PM
#Covid19IndiaHelp #Gurugram",[]
TheJibrailKhan,2021-05-06 14:54:15,"Jai Bharat Covid Care Centre #Delhi have facility of 100 oxygen beds, 40 Home ICU Set Up.

Asking to register online via website will get intouch patients, beds filling up fast first come basis.

Self Verified 6/5/2021.

https://t.co/FgjVVOtQzo

#delhi #oxygenbeds #CovidinIndia","[{'text': 'Delhi', 'indices': [50, 56]}]"
incestadvocate,2021-05-06 14:53:41,"@ShwetaPriyada11 //✅
*Verified oxygen beds lead*

Location- DRDO SVP Covid centre, DELHI

SERVICE AVAILABLE- OXYGEN BEDS FOR CRITICAL COVID PATIENTS (O2 level above 85)

CONTACT- +91/01126655959

verified at 20:15 on 06/05

#BedsAvailability #bed #COVIDSecondWave #COVID19 #Beds #AMPLIFY","[{'text': 'BedsAvailability', 'indices': [224, 241]}, {'text': 'bed', 'indices': [242, 246]}, {'text': 'COVIDSecondWave', 'indices': [247, 263]}, {'text': 'COVID19', 'indices': [264, 272]}, {'text': 'Beds', 'indices': [273, 278]}, {'text': 'AMPLIFY', 'indices': [279, 287]}]"
VanLivesFree,2021-05-06 14:53:34,"‼️OXYGEN REFILLING - DELHI‼️

Till 11PM.

Old Delhi, Moti Mahal, near Sabharwal Hospital, Phool Mandi.

Carry small cylinders and doctor's prescription.

Verified 7:35PM, 6/05

RT to amplify!
#CovidResources #DelhiCovid #Delhi #CovidHelp #Oxygen #OxygenRefill  #oxygendelhi",[]
ShephaliBhatt,2021-05-06 14:53:23,For Oxygen #Delhi these are verified https://t.co/IqtYXmAZ7M,"[{'text': 'Delhi', 'indices': [28, 34]}]"
teens4teens2,2021-05-06 14:53:05,"Oxygen cylinders are being refilled by CM helpline pan Delhi
Call on 01141400400 

Verified at 7:45pm, 5th May
#COVIDEmergencyIndia #COVIDSecondWave #Covid19IndiaHelp #DelhiFightsCorona #OxygenCylinders","[{'text': 'COVIDEmergencyIndia', 'indices': [111, 131]}, {'text': 'COVIDSecondWave', 'indices': [132, 148]}, {'text': 'Covid19IndiaHelp', 'indices': [149, 166]}, {'text': 'DelhiFightsCorona', 'indices': [167, 185]}, {'text': 'OxygenCylinders', 'indices': [186, 202]}]"
komalmehna,2021-05-06 14:52:52,"Oxygen Refill Verified Delhi

Providing Oxygen to patient above SPO2 65

Whatsapp 9958572445

Gurudwara Damdma Sahib, delhi",[]
CVDResourcesBot,2021-05-06 14:52:51,"9667097114
Maharaja Agarsen Hospital, Delhi
3 normal beds available.
Verified at 2:35 Pm, 6may.
#COVIDSecondWave #Covid19IndiaHelp  #IndiaFightsCoronaVirus","[{'text': 'COVIDSecondWave', 'indices': [114, 130]}]"
pankaj01mar,2021-05-06 14:52:50,"@tarangjainn #Delhi #IndiaFightsCorona #Beds #hospital #COVIDRELIEF
Source : Delhi Govt Helpline phone 1031
ICU availability: 10 ICU available at NKS Hosp, Delhi 
Last verified 7 pm today 
Ventilator: No ventilator bed available 
Oxygen Bed : 34 oxygen beds available at Guru Teg Bagadur hosp","[{'text': 'Delhi', 'indices': [13, 19]}, {'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'Beds', 'indices': [39, 44]}, {'text': 'hospital', 'indices': [45, 54]}, {'text': 'COVIDRELIEF', 'indices': [55, 67]}]"
risingsurbhi,2021-05-06 14:52:46,"9667097114
Maharaja Agarsen Hospital, Delhi
3 normal beds available.
Verified at 2:35 Pm, 6may.
#COVIDSecondWave #Covid19IndiaHelp  #IndiaFightsCoronaVirus","[{'text': 'COVIDSecondWave', 'indices': [114, 130]}]"
risingsurbhi,2021-05-06 14:52:43,"ICU beds with Oxygen available in #Delhi
Location: Sushila Hospital
Address: Plot no. 109, Gali no.9, Safiabad Rd, Gautam Colony, Narela, Delhi 110040
Contact: 99993 90291
Verified by someone at 6:16 pm, 6th May
#COVID19 #COVIDSecondWaveInIndia","[{'text': 'Delhi', 'indices': [52, 58]}]"
talwar_puja,2021-05-06 14:52:42,For Oxygen #Delhi these are verified https://t.co/IqtYXmAZ7M,"[{'text': 'Delhi', 'indices': [11, 17]}]"
risingsurbhi,2021-05-06 14:52:29,"Verified | Delhi | Status of Bed Availability till 6:00 PM, 6th May 2021. 

#BedsAvailability #Delhi #COVIDSecondWave #CovidResources https://t.co/rXJdmVONIt","[{'text': 'BedsAvailability', 'indices': [94, 111]}, {'text': 'Delhi', 'indices': [112, 118]}, {'text': 'COVIDSecondWave', 'indices': [119, 135]}]"
NickoNick111,2021-05-06 14:51:48,"Important information for people looking for #Oxygen Refill in Delhi , reach here 

Paramount - Available - Oxygen Gas - Near Metro Pillar 557, Gali No 1, Nala Road, Mundka, New Delhi 

Contact- 90575 07489 

Verified at 4:55 PM today","[{'text': 'Oxygen', 'indices': [65, 72]}]"
AshwiniDodani,2021-05-06 14:51:47,"I have #Verified lead of #OxygenCylinder in #DelhiNCR . If anyone need it, immediately DM me. 
#oxygen in #Noida #Delhi available.

#COVIDSecondWave #COVID19 #CovidIndia #CovidHelp #DelhiFightsCorona #Covid","[{'text': 'Verified', 'indices': [28, 37]}, {'text': 'OxygenCylinder', 'indices': [46, 61]}, {'text': 'DelhiNCR', 'indices': [65, 74]}, {'text': 'oxygen', 'indices': [116, 123]}, {'text': 'Noida', 'indices': [127, 133]}]"
dugar_umesh,2021-05-06 14:51:34,"Beds are available in Delhi NCR
Kindly Note: Normal beds available.
If anyone need so you can DM Me for more info
With patient Details, Name, phone number, age.
(Verified Leads)

#BedsAvailability #COVID19 #COVIDEmergency",[]
bhavananana,2021-05-06 14:51:30,"Oxygen Refill Verified Delhi

Providing Oxygen to patient above SPO2 65

Whatsapp 9958572445

Gurudwara Damdma Sahib, delhi",[]
Sj32945511,2021-05-06 14:51:23,"@Khushixo1 @SonuSood @SoodFoundation Plasma Available - Delhi NCR

Available at Rotary Blood Bank, Noida for all blood groups. 

Contact Ravi Chopra for the same.

Verified at 06/05/2021 12:45:00 PM

Contact Number: 9810024272

#Plasma #Delhi
Delhi Plasma Donors Available Contact + 91 8010066066, +91 98204 13725,",[]
SD131589,2021-05-06 14:51:05,"HOME ICU SETUP 

AT - DELHI

Contact :- +91 9990104050

Verified by Kaushik at 10:55 am on 06/05/21

#CovidResources  #Delhi #ICU #CovidHelp","[{'text': 'CovidResources', 'indices': [122, 137]}]"
GaikwadAnkur,2021-05-06 14:51:03,"@alashshukla @srinivasiyc @appurv_gupta @AnupamkPandey @ManMundra @shalabhmani @tehseenp @attorneybharti @DeepikaBhardwaj @sandhyafernez @DarshanNPopat @sakshijoshii @isatyendra @DineshKumarLive @KaptanHindostan @kmarkri @AnupamConnects @yuvahallabol @AShukkla @RubikaLiyaquat @yogitabhayana ✅ Verified
#Bangalore #OxygenCylinders
Home ICU, Ventilator, Oxygen available in #delhi #meerut #noida #ghaziabad  #uttarpradesh  #gurgaon 
Verified at 10:35 am on 3/5/21Vinayak Oxygen  - 9810807576O2 Delhi- 9211333999Ai...
👉 https://t.co/IWmC9Q34oI",[]
Okaykimichi,2021-05-06 14:51:00,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Delhi, All over India
Oxygen Concentrator

Name : Pan India
Contact : 8800143224
Location - home delivery in delhi
Delivery - All over Delhi(within 3 hours), All over India
Last verified @ 6/5/21 10:40 AM",[]
HarshaShettigar,2021-05-06 14:50:53,"#Delhi #Covid19 #Oxygen 

Oxygen concentrator available 
Contact: 9899676015  

Last Verified On 6th May

#Corona #resources #Help #NCR","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'Covid19', 'indices': [26, 34]}, {'text': 'Oxygen', 'indices': [35, 42]}, {'text': 'Corona', 'indices': [125, 132]}]"
Shreykijaan,2021-05-06 14:50:47,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SAKET
Ambulance with Oxygen Available 

Name:Pawan Tomar
Phone: 9953729104
Location: Saket Delhi

Last Verified @ 06/05/21 5:35PM

#Covid19IndiaHelp #DelhiFightsCorona",[]
Okaykimichi,2021-05-06 14:50:42,"Ambulance without oxygen
72910 00078
Verified at 4:00 
Delhi, Gurgaon, Faridabad

Via tele",[]
shubhh_jain,2021-05-06 14:50:40,"Ambulance without oxygen
72910 00078
Verified at 4:00 
Delhi, Gurgaon, Faridabad

Via tele",[]
findthecolors,2021-05-06 14:50:38,"@bugs_bhargava People might be posting here about availability of tocilizumab in Delhi:

- https://t.co/74IH9ipVH9 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
mishraji_nandan,2021-05-06 14:50:27,"//✅
*Verified oxygen beds lead*

Location- DRDO SVP Covid centre, DELHI

SERVICE AVAILABLE- OXYGEN BEDS FOR CRITICAL COVID PATIENTS (O2 level above 85)

CONTACT- +91/01126655959

verified at 20:15 on 06/05

#BedsAvailability #bed #COVIDSecondWave #COVID19 #Beds #AMPLIFY","[{'text': 'BedsAvailability', 'indices': [207, 224]}, {'text': 'bed', 'indices': [225, 229]}, {'text': 'COVIDSecondWave', 'indices': [230, 246]}, {'text': 'COVID19', 'indices': [247, 255]}, {'text': 'Beds', 'indices': [256, 261]}, {'text': 'AMPLIFY', 'indices': [262, 270]}]"
notsopagal,2021-05-06 14:50:24,"Jai Bharat Covid Care Centre #Delhi have facility of 100 oxygen beds, 40 Home ICU Set Up.

Asking to register online via website will get intouch patients, beds filling up fast first come basis.

Self Verified 6/5/2021.

https://t.co/FgjVVOtQzo

#delhi #oxygenbeds #CovidinIndia","[{'text': 'Delhi', 'indices': [50, 56]}]"
mhmdsajid,2021-05-06 14:50:06,"#Home #ICU set-up #Delhi 

Approx 12-13k cost including medical staff

DM me or @Samriddhi0809 for contact number(Share Doctors prescription and patient's details)

Verified at: 3:42pm, 6 May 

*Avoid Advance payment*","[{'text': 'Home', 'indices': [18, 23]}, {'text': 'ICU', 'indices': [24, 28]}, {'text': 'Delhi', 'indices': [36, 42]}]"
maggi2noodles,2021-05-06 14:50:00,"#Delhi

ARBAZ KHAN-9772722367
Oxygen available without refill 

Verified at 17:32, May 6th 2021 by Gayatri Menon

#ICLUVERIFIES","[{'text': 'Delhi', 'indices': [20, 26]}]"
zoyakhanbb13,2021-05-06 14:49:59,"#Delhi #IndiaFightsCorona #Beds
Your attention pls 
Important update 
Source : Delhi Govt Helpline 
Phone : 1031 
ICU availability: 10 ICU available at NKS Hospital, Delhi 
Last verified 7 pm today 

#CovidIndia
#CovidHelp #Covid #COVID19 #COVIDSecondWave","[{'text': 'Delhi', 'indices': [0, 6]}, {'text': 'IndiaFightsCorona', 'indices': [7, 25]}, {'text': 'Beds', 'indices': [26, 31]}, {'text': 'CovidIndia', 'indices': [200, 211]}, {'text': 'CovidHelp', 'indices': [212, 222]}, {'text': 'Covid', 'indices': [223, 229]}, {'text': 'COVID19', 'indices': [230, 238]}, {'text': 'COVIDSecondWave', 'indices': [239, 255]}]"
GaikwadAnkur,2021-05-06 14:49:56,"@IN_PAWANT @Drpadamsingh12 @srinivasiyc @TeamSaath @arjunbhatigolf Verified at 10:35 am on 3/5/21
Oxygen, Beds, Home ICU, Ventilator Available in Delhi, Meerut, Noida, Ghaziabad, Uttar Pradesh, Gurgaon 

Vinayak Oxygen - 9810807576
O2 Delhi - 9211333999
Air &amp; Care - 9871071234/ 9871179853

#IndiaFightsCorona",[]
vikasgupta923,2021-05-06 14:49:49,12L Oxygen Cans available in Delhi (Verified) https://t.co/GuRNo2CCMy,[]
findthecolors,2021-05-06 14:49:47,"@vishwakantnoida People might be posting here about availability of bed in Delhi:

- https://t.co/69sMBvXTUb 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
Kannu95sharma,2021-05-06 14:49:35,"Beds are available in Delhi NCR
Kindly Note: Normal beds available.
If anyone need so you can DM Me for more info
With patient Details, Name, phone number, age.
(Verified Leads)

#BedsAvailability #COVID19 #COVIDEmergency","[{'text': 'BedsAvailability', 'indices': [179, 196]}, {'text': 'COVID19', 'indices': [197, 205]}, {'text': 'COVIDEmergency', 'indices': [206, 221]}]"
vikasgupta923,2021-05-06 14:49:32,Oxygen Cylinder available in Delhi (Verified) https://t.co/zIV7jZtyeB,[]
Sane_Shalini,2021-05-06 14:49:20,"#Delhi #Covid19 #Oxygen 

Oxygen concentrator available 
Contact: 9899676015  

Last Verified On 6th May

#Corona #resources #Help #NCR","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'Covid19', 'indices': [26, 34]}, {'text': 'Oxygen', 'indices': [35, 42]}, {'text': 'Corona', 'indices': [125, 132]}]"
Tina41894744,2021-05-06 14:49:03,"#Refilling Sewa has started.
(Until 9pm)
- Subject to availability
Location- Sadhna enclave, Panchsheel park, Gurudwara Dukh Bhanjan Bunga Sahib, Delhi
Cylinder- 10 to 15ltrs only

Contact: +91 81301 84210

Verified at- 5:51 pm, 6th May

#Oxygen #OxygenRefilling #OxygenRefill","[{'text': 'Refilling', 'indices': [21, 31]}]"
super378,2021-05-06 14:49:01,"#Delhi #IndiaFightsCorona #Beds #hospital #COVIDRELIEF
Source : Delhi Govt Helpline phone 1031
ICU availability: 10 ICU available at NKS Hosp, Delhi 
Last verified 7 pm today 
Ventilator: No ventilator bed available 
Oxygen Bed : 34 oxygen beds available at Guru Teg Bagadur hosp","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'IndiaFightsCorona', 'indices': [26, 44]}, {'text': 'Beds', 'indices': [45, 50]}, {'text': 'hospital', 'indices': [51, 60]}, {'text': 'COVIDRELIEF', 'indices': [61, 73]}]"
HariHar05042166,2021-05-06 14:48:37,"Guys, my friend's father needs an oxygen cylinder or concentrator on rent in Palam, Delhi

Please only share leads you've benefitted from or verified personally, no WhatsApp or twitter forwards

#OxygenCrisis #Oxygen #urgent #delhioxygen",[]
vineshkumar_k,2021-05-06 14:48:31,"Guys, my friend's father needs an oxygen cylinder or concentrator on rent in Palam, Delhi

Please only share leads you've benefitted from or verified personally, no WhatsApp or twitter forwards

#OxygenCrisis #Oxygen #urgent #delhioxygen",[]
Pratyushpanda,2021-05-06 14:48:22,"Home #ICU Setup 75098 12058 available for #Delhi (specifics provided in ss), 
 
contact point #verified, please ensure your due diligence before any purchase
@bot_assist","[{'text': 'ICU', 'indices': [5, 9]}, {'text': 'Delhi', 'indices': [42, 48]}, {'text': 'verified', 'indices': [94, 103]}]"
ThisIsFatima_,2021-05-06 14:47:31,"Ventilator, ICU beds available in Max hospital #Delhi

Contact- 01171212121 (sms,call)
Press enclave marg, Saket institutional area, Saket.

#Verified
#CovidResources 
#COVIDEmergencyIndia","[{'text': 'Delhi', 'indices': [67, 73]}]"
21gramsssss,2021-05-06 14:47:27,"Verified Oxygen Resources for Covid - Pan India 🇮🇳
Hope this helps🤞

▶️ Delhi ~
1). Javed Ahmed - 9808822111
2). Mohd Umair - 9990257447

▶️ Lucknow ~
1). Vasu Gas - 9044430619
2). Shubham Oxygen - 9415548499
3). Pratham Entrp - 7235807158",[]
Sandeep331998,2021-05-06 14:47:04,"Oxygen BEDS are AVALAIBLE AT YAMUNA SPORTS COMPLEX DELHI

Condition spo2 level 85 or above only
They don't have ICU beds Availability

Mr Dharmendra puri :8287311222
#Verified Just now.
#Ghaziaabad
#Oxygen",[]
HalimaZ12,2021-05-06 14:46:59,"Important information for people looking for #Oxygen Refill in Delhi , reach here 

Paramount - Available - Oxygen Gas - Near Metro Pillar 557, Gali No 1, Nala Road, Mundka, New Delhi 

Contact- 90575 07489 

Verified at 4:55 PM today","[{'text': 'Oxygen', 'indices': [65, 72]}]"
ThisIsFatima_,2021-05-06 14:46:54,"Oxygen cans and Oximeter available in #Delhi

Contact- 9717727487 (whatsapp)

#Verified 
#CovidResources 
#COVIDEmergencyIndia","[{'text': 'Delhi', 'indices': [58, 64]}, {'text': 'Verified', 'indices': [98, 107]}, {'text': 'CovidResources', 'indices': [109, 124]}]"
ThisIsFatima_,2021-05-06 14:46:42,"Free medical &amp; Oxygen facility available in #Delhi 

Deen Dayal Upadhyay College 
Contact- 9717544495 (whatsapp)
Sector 3, Phase- 1, Dwaraka, Delhi

#Verified 
#CovidResources 
#COVIDEmergencyIndia","[{'text': 'Delhi', 'indices': [68, 74]}]"
Shayoneespeaks,2021-05-06 14:46:39,"Guys, my friend's father needs an oxygen cylinder or concentrator on rent in Palam, Delhi

Please only share leads you've benefitted from or verified personally, no WhatsApp or twitter forwards

#OxygenCrisis #Oxygen #urgent #delhioxygen",[]
Simranjeet_kk,2021-05-06 14:46:34,"ICU beds with Oxygen available in #Delhi
Location: Sushila Hospital
Address: Plot no. 109, Gali no.9, Safiabad Rd, Gautam Colony, Narela, Delhi 110040
Contact: 99993 90291
Verified by someone at 6:16 pm, 6th May
#COVID19 #COVIDSecondWaveInIndia","[{'text': 'Delhi', 'indices': [52, 58]}]"
ThisIsFatima_,2021-05-06 14:46:27,"Oxygen concentrators available in #Delhi 

Contact- 9266611135 (whatsapp)
Karol bhag, Delhi 

#Verified 
#CovidResources 
#COVIDEmergencyIndia","[{'text': 'Delhi', 'indices': [54, 60]}, {'text': 'Verified', 'indices': [114, 123]}]"
man_like_mo,2021-05-06 14:46:23,"‼️ hospital bed updates ‼️

oxygen beds - uttar pradesh 
oxygen beds - delhi 
normal beds - bangalore 

#HospitalBeds #OxygenBeds #NormalBeds #Delhi #Bangalore #UttarPradesh #Verified https://t.co/CTwDNFCoTD","[{'text': 'HospitalBeds', 'indices': [124, 137]}]"
vikasku18755459,2021-05-06 14:46:12,"✅ #Verified
LOCATION- Badarpur,SouthDelhi
#Oxygen Cans Available
900/- for 12lit
Courier from wefast available in 1 or 2hrs it will be delivered. 

Name:V N
Phone: 955533324
Location: Badarpur, South Delhi
Last Verified @ 5/6/21 5:45PM
#COVIDSecondWave 
#CovidResource","[{'text': 'Verified', 'indices': [2, 11]}, {'text': 'Oxygen', 'indices': [42, 49]}, {'text': 'COVIDSecondWave', 'indices': [236, 252]}, {'text': 'CovidResource', 'indices': [254, 268]}]"
