username,tweet_date,text,hashtags
VineetT15164553,2021-05-06 14:33:13,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Mumbai Colaba

Oxygen cylinders available

Red crescent society of india
( 8000 deposit and 6000 will be returned once you return the cylinder) 
Contact-7738410577
Address- G1, sushil building, A B road, colaba, mumbai-400005

Last verified @ 6/5/21 01:04 PM",[]
CVDResourcesBot,2021-05-06 14:32:56,"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM",[]
Tisha96057101,2021-05-06 14:32:52,"Oxygen Cylinders Available at Mumbai 

Name: Pankaj

Contact: 9136713647

Location: Mumbai 

Verified at 7:17 Pm , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Ahmedabad",[]
VineetT15164553,2021-05-06 14:32:51,"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM",[]
Tisha96057101,2021-05-06 14:32:49,"Oxygen Cylinders Available in Mumbai 

Contact: 9821070775
Location: Mumbai 

Verified at 7:15 PM , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Maharashtra",[]
Chanaky54822206,2021-05-06 14:32:33,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
 MUMBAI 
Oxygen Cylinders Available 

Name: Pankaj
Phone: 9136713647
Location: Mumbai 

Last Verified @ 06/05/21, 5:20 PM

#MaharashtraFightsCorona #Covid19IndiaHelp",[]
Chanaky54822206,2021-05-06 14:32:28,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen Cylinders Available 

Phone: 9821070775
Location: Mumbai 

Last Verified @ 06/05/21, 5:28 PM

#MaharashtraFightsCorona #Covid19IndiaHelp",[]
CVDResourcesBot,2021-05-06 14:31:47,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#MUMBAI GOREGAON-W
#Oxygen cylinders available
VEER Foundation

Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93,road no-5, Jawahar nagar, Goregaon W

Last Verified @ 6/05/21 08:49 AM

#MumbaiCovid","[{'text': 'MUMBAI', 'indices': [25, 32]}, {'text': 'Oxygen', 'indices': [44, 51]}]"
VineetT15164553,2021-05-06 14:31:42,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#MUMBAI GOREGAON-W
#Oxygen cylinders available
VEER Foundation

Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93,road no-5, Jawahar nagar, Goregaon W

Last Verified @ 6/05/21 08:49 AM

#MumbaiCovid","[{'text': 'MUMBAI', 'indices': [25, 32]}, {'text': 'Oxygen', 'indices': [44, 51]}]"
CVDResourcesBot,2021-05-06 14:31:04,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝

Mumbai
Kashimera
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM",[]
VineetT15164553,2021-05-06 14:30:59,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝

Mumbai
Kashimera
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM",[]
i_ampuja,2021-05-06 14:30:46,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen concentrators of 5L available (Price- ₹55,000 + gst) 

Contact - 096193 81829
Location - Jupiter equipment
Garodia Shopping Centre 149/156 Ground Floor, behind Union Bank of India, Garodia Nagar, Ghatkopar East

Last verified @ 6/5/21, 9:12 AM",[]
RetweetsMumbai,2021-05-06 14:30:07,"Oxygen Cylinders Available in Mumbai 

Contact: 9821070775
Location: Mumbai 

Verified at 7:15 PM , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Maharashtra",[]
manishbaps,2021-05-06 14:29:06,"#Mumbai #BMC
Oxygen cylinders available (free of cost) 
Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#CovidIndiaInfo  #CovidIndia","[{'text': 'Mumbai', 'indices': [18, 25]}, {'text': 'BMC', 'indices': [26, 30]}]"
menve_s,2021-05-06 14:28:30,"India verified
At 3:09pm 06/05

Oxygen Concentrators available

Mumbai based.  Pre booking preferred.

5ltr @70k+gst 
10ltr @99k +gst 
Delivery in 7days at an extra charge 

Full payment should made before dispatch

Invoice proforma and tracking ID will be provided 

8369089107",[]
manishbaps,2021-05-06 14:27:40,"#CovidVaccinea  available in #Mumbai
#Oxygen beds available
#Food free, medical equipments free, medicine less costly available*
Free of cost treatment*

Rakesh jha
6296424675
#Call now
Verified leads
#CovidResources #CovidIndia","[{'text': 'CovidVaccinea', 'indices': [21, 35]}, {'text': 'Mumbai', 'indices': [50, 57]}, {'text': 'Oxygen', 'indices': [58, 65]}, {'text': 'Food', 'indices': [81, 86]}]"
CVDResourcesBot,2021-05-06 14:26:21,"AVAILABLE BEDS

Normal beds, ICU, and Oxygen Beds Available in Mumbai, Maharashtra 

Contact -7738477604
Address-Ashapuri Hospital, Dahisar, Mumbai  Verified: 17:40 PM 05/05/2021

@bhumipednekar",[]
VineetT15164553,2021-05-06 14:26:16,"AVAILABLE BEDS

Normal beds, ICU, and Oxygen Beds Available in Mumbai, Maharashtra 

Contact -7738477604
Address-Ashapuri Hospital, Dahisar, Mumbai  Verified: 17:40 PM 05/05/2021

@bhumipednekar",[]
akshitg2001,2021-05-06 14:26:12,"Oxygen Cylinders Available in Mumbai 

Contact: 9821070775
Location: Mumbai 

Verified at 7:15 PM , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Maharashtra",[]
Covid19Help10,2021-05-06 14:26:12,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
VineetT15164553,2021-05-06 14:26:10,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
akshitg2001,2021-05-06 14:26:08,"Oxygen Cylinders Available at Mumbai 

Name: Pankaj

Contact: 9136713647

Location: Mumbai 

Verified at 7:17 Pm , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Ahmedabad",[]
VineetT15164553,2021-05-06 14:25:53,"#Mumbai #BMC
Oxygen cylinders available (free of cost) 
Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#CovidIndiaInfo  #CovidIndia","[{'text': 'Mumbai', 'indices': [18, 25]}, {'text': 'BMC', 'indices': [26, 30]}]"
CVDResourcesBot,2021-05-06 14:23:36,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#MUMBAI
#Oxygen Cylinders Available 

Phone: 9821070775
Location: Mumbai 

Last Verified @ 06/05/21, 5:28 PM

#MumbaiCovid #IndiaNeedsOxygen #IndiaFightsCOVID19","[{'text': 'MUMBAI', 'indices': [25, 32]}, {'text': 'Oxygen', 'indices': [33, 40]}]"
jiten962,2021-05-06 14:23:31,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#MUMBAI
#Oxygen Cylinders Available 

Phone: 9821070775
Location: Mumbai 

Last Verified @ 06/05/21, 5:28 PM

#MumbaiCovid #IndiaNeedsOxygen #IndiaFightsCOVID19","[{'text': 'MUMBAI', 'indices': [25, 32]}, {'text': 'Oxygen', 'indices': [33, 40]}]"
CVDResourcesBot,2021-05-06 14:22:19,"ShopG Verified Oxygen in Mumbai, Available.
Check here - 
https://t.co/ju9zqUF4BG
Verified 20mins ago

#CovidHelp #COVIDEmergency #COVID19 #ShopGCovidHelp #ShopG #MumbaiCovid","[{'text': 'CovidHelp', 'indices': [119, 129]}]"
NiladriD_16,2021-05-06 14:22:16,"#mumbai, Andheri
Some oxygen/isolation/ICU Beds are available ✔️
(Ventilator is not available but can be arranged) 

Mangla Hospital, Andheri

Contact :- 9172815943

Verified at 7:05 PM, 6th May
#COVIDEmergencyIndia #OxygenBeds #BedsAvailable #Mumbai #Maharashtra","[{'text': 'mumbai', 'indices': [14, 21]}]"
shopgindia,2021-05-06 14:22:14,"ShopG Verified Oxygen in Mumbai, Available.
Check here - 
https://t.co/ju9zqUF4BG
Verified 20mins ago

#CovidHelp #COVIDEmergency #COVID19 #ShopGCovidHelp #ShopG #MumbaiCovid","[{'text': 'CovidHelp', 'indices': [103, 113]}, {'text': 'COVIDEmergency', 'indices': [114, 129]}, {'text': 'COVID19', 'indices': [130, 138]}, {'text': 'ShopGCovidHelp', 'indices': [139, 154]}, {'text': 'ShopG', 'indices': [155, 161]}, {'text': 'MumbaiCovid', 'indices': [162, 174]}]"
NiladriD_16,2021-05-06 14:22:13,"2 ICU beds, 10 oxygen beds, 10 normal beds available 
Veena Multi Specialty Hospital, Andheri, Mumbai

Contact - 8080833354

Verified at 7:14pm, 6th May

#COVIDEmergencyIndia #OxygenBeds #ICUBeds #Andheri #Mumbai #Maharashtra",[]
CVDResourcesBot,2021-05-06 14:22:07,"Oxygen Cylinders Available in Mumbai 

Contact: 9821070775
Location: Mumbai 

Verified at 7:15 PM , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Maharashtra",[]
NiladriD_16,2021-05-06 14:22:01,"Oxygen Cylinders Available in Mumbai 

Contact: 9821070775
Location: Mumbai 

Verified at 7:15 PM , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Maharashtra",[]
NiladriD_16,2021-05-06 14:21:57,"Oxygen Cylinders Available at Mumbai 

Name: Pankaj

Contact: 9136713647

Location: Mumbai 

Verified at 7:17 Pm , 6th May
#COVIDEmergencyIndia #OxygenCylinders #Mumbai #Ahmedabad",[]
ArchanaRoongta,2021-05-06 14:21:43,"This is a source of #oxygen leadsai as of today, verified personally by an intern in my team.

Cities: #Pune, #Delhi, #Mumbai, #Kolkata #Lucknow

I'll try to share a verified list everyday 
 #COVID19India https://t.co/MEXuGFK3P4","[{'text': 'oxygen', 'indices': [40, 47]}, {'text': 'Pune', 'indices': [123, 128]}, {'text': 'Delhi', 'indices': [130, 136]}]"
shrenik0911,2021-05-06 14:20:56,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
4SMSamrita,2021-05-06 14:16:36,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
arviforever22,2021-05-06 14:13:36,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
NageshSarise,2021-05-06 14:13:35,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
PulikantiGreesh,2021-05-06 14:13:22,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
CA_SanjayMittal,2021-05-06 14:12:48,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
saiaarathi,2021-05-06 14:12:34,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen Cylinders Available 

Phone: 9821070775
Location: Mumbai 

Last Verified @ 06/05/21, 5:28 PM

#MaharashtraFightsCorona #Covid19IndiaHelp",[]
Mahi0x00,2021-05-06 14:11:41,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
Nitish1899,2021-05-06 14:11:15,"This is a source of #oxygen leadsai as of today, verified personally by an intern in my team.

Cities: #Pune, #Delhi, #Mumbai, #Kolkata #Lucknow

I'll try to share a verified list everyday 
 #COVID19India https://t.co/MEXuGFK3P4","[{'text': 'oxygen', 'indices': [40, 47]}, {'text': 'Pune', 'indices': [123, 128]}, {'text': 'Delhi', 'indices': [130, 136]}]"
