username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
findthecolors,2021-05-06 13:43:59,other,AVAILABLE,NA,[],['Chennai'],"@I_Pradeep_7 Please look here for people posting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
ChillKarna,2021-05-06 13:28:45,oxygen,AVAILABLE,NA,['9500032230'],['Chennai'],"@pepsiwithastraw Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources"
Lokalwala3,2021-05-06 12:03:18,oxygen,UNKNOWN,NA,[],['Chennai'],Our #volunteers have verified &amp; updated this list of #oxygensuppliers in #TamilNadu . Pls call dealer directly for more info #covidchennai #CovidHelp  #Chennai #COVID19India #ChennaiVolunteers #Oxygen #madurai #helpindiabreathe  #Coimbatore #Puducherry https://t.co/oPe17WWO9s
findthecolors,2021-05-06 11:59:50,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@snigdha127 People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 11:59:05,oxygen,AVAILABLE,NA,[],['Chennai'],"@savyuor Some good people are posting about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 11:51:35,other,AVAILABLE,NA,[],['Chennai'],"@Karthik58963273 You can check here if people are posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
its_meajithfan,2021-05-06 10:58:21,other,NEED,NA,['919769168721'],['Chennai'],"[Mangalam hospital Poonamallee, Chennai has covid beds ONLY for pregnant woman. - in case if anyone needed this. Please amplify.
Phone number:+919769168721
Verified at 5:00PM on 05/05/2021]"
gurus257,2021-05-06 10:54:05,oxygen,AVAILABLE,NA,[],['Chennai'],"I have 3 oxygen concentrators available for use, capable of producing 8 LPM oxygen at 94-95% purity.

Please share for better reach.

Phone: +91 7358 074 083
Email: arihantb2@gmail.com
Location: Ambattur, Chennai, TamilNadu

#OxygenConcentrator #Verified #chennaicovid #CovidHelp https://t.co/K7XtF8XPxi"
celticc_cross,2021-05-06 10:25:42,oxygen,AVAILABLE,NA,[],['Chennai'],"@AadityaN_28 @baekperalta @mooserbaer @Supermachans @elitecynic CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify"
findthecolors,2021-05-06 10:17:49,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@AshiyaShameer People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
aparnaT,2021-05-06 10:17:25,oxygen,NEED,NA,[],['Chennai'],Need 3 beds in Chennai one with oxygen . Pl do share the process or any verified leads
aparnaT,2021-05-06 10:16:41,other,NEED,NA,[],['Chennai'],@9gagtamizh Is this still verified lead ? In need of 2 beds in Chennai
ladkipagalhai,2021-05-06 10:06:13,oxygen,UNKNOWN,NA,[],['Chennai'],Our #volunteers have verified &amp; updated this list of #oxygensuppliers in #TamilNadu . Pls call dealer directly for more info  #covidchennai  #CovidHelp #Tamilnadu #Chennai  #COVID19India #ChennaiVolunteers #Oxygen #madurai #helpindiabreathe https://t.co/0Mq3kWsYj8
ladkipagalhai,2021-05-06 10:03:21,oxygen,AVAILABLE,NA,[],['Chennai'],"CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify"
findthecolors,2021-05-06 09:50:19,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Dineshprolix There are people who are making calls and checking for availability of icu, bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
ArunithaRao,2021-05-06 09:37:21,other,AVAILABLE,NA,"['91 44 2538 4530', '91 44 2538 4520']",['Chennai'],"Covid Control Room operating from Chennai Secretariat.
They are assisting in the Right way to get admission in the near by Hospitals with Bed 

COVID CONTROL ROOM CHENNAI
+91 1800 120 555 550
+91 44 2538 4530   
+91 44 2538 4520
✅Verified
#chennaicovidhelp #BedsAvailability"
_ohoe,2021-05-06 09:27:24,other,UNKNOWN,NA,"['8072287701', '0984016352']",['Chennai'],"@krithika0808 Verified on 6th May

#Chennai
#HospitalBeds

1) Call 8072287701 (Mr. Sai Muthu Kumar) and give them the details, they'll confirm a bed accordingly.

2) New life Hospital - 09840163528 (based on patient details) ask thm to  try here jen"
_ohoe,2021-05-06 09:27:17,other,UNKNOWN,NA,"['8072287701', '0984016352']",['Chennai'],"@nansense__ @chennaicorp Verified on 6th May

#Chennai
#HospitalBeds

1) Call 8072287701 (Mr. Sai Muthu Kumar) and give them the details, they'll confirm a bed accordingly.

2) New life Hospital - 09840163528 (based on patient details) ask thm to  try here jen"
findthecolors,2021-05-06 09:05:07,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra People might be posting here about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 09:04:30,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra Check if there are people who are making calls and checking for availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 09:03:45,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra There are people who are making calls and checking for availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 09:01:20,oxygen,AVAILABLE,NA,[],['Chennai'],"@WesleyJebaraj You can check here if people are posting about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Krishkings,2021-05-06 08:42:23,oxygen,NEED,NA,[],['Chennai'],Icu bed with oxygen facility needed in Chennai immediately. dm with verified leads.
findthecolors,2021-05-06 08:41:11,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra Some good people are posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 08:22:41,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra You can check here if people are posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
MohamedJeelan8,2021-05-06 08:21:10,other,UNKNOWN,NA,['9176916870'],['Chennai'],"Dr. Kamaraj Multi-speciality hospital, #Chennai has beds! Contact Sister Selvi for admission. [Mobile] 9176916870 [WhatsApp] +91 91769 16870 WhatsApp her the reports and she will put you through to the duty doctor &amp; admit based on criticality.

Verified at 8:30PM on 04/05/2021"
findthecolors,2021-05-06 08:19:49,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra Please look here for people posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 08:17:57,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@1082Aditya Some good people are posting about availability of icu, bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 08:11:35,other,AVAILABLE,NA,[],['Chennai'],"@mishra_sachitra Look at other people tweeting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 08:04:48,other,AVAILABLE,NA,[],['Chennai'],"@ChennaiSamaj Please look here for people posting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 08:02:12,oxygen,AVAILABLE,NA,[],['Chennai'],People who need oxygen cyclinders are available n can get from the manufacture here only on direct bookings! @tnsdma @chennaicyclists @RahmanKhatija @KuthaliPu #Verified #BedsAvailability #BedsforTN #OxygenCrisis #Chennai #tiruvallur #COVIDEmergency #Chennai #chennaivolunteers https://t.co/AkALVKBHDt
findthecolors,2021-05-06 07:56:03,other,AVAILABLE,NA,[],['Chennai'],"@Malzuzu Look at other people tweeting about availability of bed, tocilizumab in Chennai:

- https://t.co/ZRsFd5MSpH 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Sudhu25556886,2021-05-06 07:53:04,oxygen,AVAILABLE,NA,[],['Chennai'],"@Sudhu25556886 @bahavthi CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify"
YeetMe420,2021-05-06 07:35:08,oxygen,AVAILABLE,NA,['9500032230'],['Chennai'],"Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources"
findthecolors,2021-05-06 07:34:17,other,AVAILABLE,NA,[],['Chennai'],"@vidhu_29 Check if there are people who are making calls and checking for availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 07:24:17,other,AVAILABLE,NA,[],['Chennai'],"@vidhu_29 Some good people are posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 07:06:26,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@kirthikatharan There are people who are making calls and checking for availability of icu, bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 06:54:40,oxygen,AVAILABLE,NA,[],['Chennai'],"@Suresh47844319 Check if there are people who are making calls and checking for availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 06:52:58,oxygen,AVAILABLE,NA,[],['Chennai'],"@Suresh47844319 People might be posting here about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
resource_botIN,2021-05-06 06:51:08,oxygen,UNKNOWN,NA,[],['Chennai'],"@Iamnavein My friends and I made this sheet for covid resources in #Chennai for the benefit of my grandma who got sick. Bear in mind that they are not personally verified yet. Contains leads for #Remdesivir #oxygen and some helpline numbers:
https://t.co/BmFBGtkMZo"
findthecolors,2021-05-06 06:28:43,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@itzpree There are people who are making calls and checking for availability of icu, bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
krishnan0586,2021-05-06 06:27:33,oxygen,UNKNOWN,NA,[],['Chennai'],"https://t.co/gIRtJggiOD

Oxygen suppliers in chennai. List compiled by a group of volunteers. Verified live list. Pls share.

#OxygenCylinders 
#chennaicovidhelp 
#Chennai
#CovidIndia 
#Covid"
HarithaManohar,2021-05-06 06:13:14,oxygen,AVAILABLE,NA,['9940502572'],['Chennai'],"Contact this person for oxygen in chennai
It's verified just now oxygen is available

Name - sundar
Phone - 9940502572

#OxygenCylinders #SOSchennai #chennaicovid #chennaicovidhelp #CovidHelpOnline #CovidSOS"
HarithaManohar,2021-05-06 06:12:02,oxygen,AVAILABLE,NA,['9940502572'],['Chennai'],"@KuthaliPu @ChennaiCares @EKadhirvel Contact this person for oxygen in chennai
It's verified just now oxygen is available

Name - sundar
Phone - 9940502572"
arpitabhawal,2021-05-06 06:09:12,other,NEED,NA,[],"['Hyderabad', 'Bangalore', 'Mumbai', 'Delhi', 'Chennai']","Can anyone please suggest the best apps that we can download that are verified and functional, to track the status of beds and hospitals etc. across India? Chennai, Bangalore, Delhi, Mumbai, Trivandrum, Cochin, Hyderabad, etc.? I want make it known to people. #NeedHelp"
Rakesh1752,2021-05-06 05:59:27,oxygen,AVAILABLE,NA,[],['Chennai'],"#OxygenCylinder available near govt hospitals in #Chennai.
it's only available near Omanduru hospital.
The #cylinders are fit in a bus and you can't take them home.

 94343 43430, JITO Oxygen on wheels.

Only contact details are #Verified 

Dm @Rakesh1752 for help
#CovidHelp https://t.co/3K4f7xVEus"
CovidFightersI1,2021-05-06 05:49:24,oxygen,AVAILABLE,NA,[],['Chennai'],"VERIFIED SOURCE

Message: Oxygen cylinder available near govt hospitals in Chennai.
As of now it's only available near Omanduru hospital.
The cylinders are fit in a bus and you can't tak

Screenshot: https://t.co/VgVoQB2fGx

Posted at: 06-05-21 11:19 AM

#Verified"
CVDResourcesBot,2021-05-06 05:27:54,oxygen,AVAILABLE,NA,[],['Chennai'],"✅ Verified
#Chennai #OxygenCylinders
OXYGEN ON WHEELS | OUTSIDE THE GOVT HOSPITALS KMC, GH, OMANDUR/SECRETARIAT, STANLEY
OXYGEN IS AVAILABLE OUTSIDE THE GOVT HOSPITALS FROM TOMORROW EVENING.KMC, GH, OM...
👉 https://t.co/V0b1HLxsDg"
Anamathmask,2021-05-06 05:17:33,oxygen,UNKNOWN,NA,"['7299991134', '9094001166', '7299991135', '9894020509', '9443069292']",['Chennai'],"Thread for #OxygenCylinder across TN.
Personally verified &amp; officially ✅ by vikatan.

#Chennai 
TN Oxygen Private Ltd
R Kannan 
044-23740707/23743582/7299991134
9094001166/7299991135 
#Coimbatore 
Siva Agency (Alagappan) 9894020509
Venketashwara Oxygen (Nithyanand) 9443069292"
findthecolors,2021-05-06 04:51:40,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@arvindia4u There are people who are making calls and checking for availability of icu, ventilator, bed in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
aanvindersingh,2021-05-06 04:25:05,other,AVAILABLE,NA,[],['Chennai'],CovidSOS:Consolidated list of available beds in Chennai (6 May 7:00 AM) #Verified #ShareMax #ChennaiVolunteerTaskForce #ChennaiCovidhelp #TNCoronaUpdates #TN_Together_AgainstCorona #COVIDEmergencyIndia  #BedsforTN @104_GoTN @itisprashanth @MusicThaman @Ahmedshabbir20 https://t.co/lR8Lee8pCs
Vinivixen,2021-05-06 04:20:47,oxygen,UNKNOWN,NA,[],['Chennai'],Updated &amp; verified #Oxygen supplier list for #tamilnadu by @CHNvolunteer . Pls #RETWEEET . @Swathirishi @Vinivixen @nikhilchinapa @AnantRangaswami @ndcnn @shonalim @distilled_view @sidin #Chennai #Coimbatore #pondicherry #helpindiabreathe https://t.co/f5BM3xHfjs
arul2899,2021-05-06 04:15:06,oxygen,UNKNOWN,NA,[],['Chennai'],Please revert with verified leads for oxygen beds in Chennai. Situation is dire with an elderly person involved
findthecolors,2021-05-06 04:07:26,other,AVAILABLE,NA,[],['Chennai'],"@BhanusVoice You can check here if people are posting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 03:26:50,oxygen,AVAILABLE,NA,[],['Chennai'],"@smohan59 Check if there are people who are making calls and checking for availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
deepakganesh988,2021-05-06 03:19:02,oxygen,AVAILABLE,NA,[],['Chennai'],"@Sathish_deenan @Kaushik1695S CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021"
findthecolors,2021-05-06 03:10:39,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@AaayVee People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 02:17:16,oxygen,AVAILABLE,NA,['9789954702'],['Chennai'],"40 Covid #beds with #Oxygen facility available in Southern Crest hotels , 
T-Nagar #Chennai. 

Contact 9789954702 for booking a bed. 

#Verified at 3:15 PM, 1 May"
clg_year,2021-05-06 02:03:50,oxygen,UNKNOWN,NA,"['9940053661', '6350241442', '9837013757', '7004452925']",['Chennai'],"#Oxygen Refilling #Chennai 
Bharat Oxygen: 9940053661
(They will fill only if you have a genuine prescription)

Oxygen refill #Jhunjhunu Rajasthan
6350241442

Oxygen Cylinders #Meerut
Krishna Gas - 9837013757

Oxygen cylinders Jharkhand, #Chaibasa
7004452925 

#Verified"
FLine_warrior,2021-05-06 02:01:55,oxygen,AVAILABLE,NA,[],['Chennai'],"CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify

#SOSChennai #Oxygen #Chennai #CovidHelp #OxygenCylinders"
findthecolors,2021-05-06 01:59:13,oxygen,AVAILABLE,NA,[],['Chennai'],"@Sathish_deenan Look at other people tweeting about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
saikiran_no9,2021-05-06 01:59:01,oxygen,NEED,NA,[],['Chennai'],"(28/4/21) For People looking for #OxygenCylinders &amp; #OxygenConcentrators in #Chennai, we have personally #Verified some numbers widely circulated. So Kindly refer to the sheet &amp; then call the correct numbers if you are in need of Oxygen for Home supply.Stocks may vary #CovidHelp https://t.co/VKq10tRgLT"
NavaneethhGopal,2021-05-06 01:16:18,plasma,AVAILABLE,NA,[],['Chennai'],"@manibboyz @raaj0306 Please search for blood donors in https://t.co/7PUfCXv8Eu

Beds and Plasma availability status in TN,
https://t.co/RLjjwS6dRS

Mainly for Chennai Health advisory,
https://t.co/TQq4jg4pGA

Lists verified tweets 👇🏽
https://t.co/bWYgwoZJGO"
NavaneethhGopal,2021-05-06 01:15:30,other,AVAILABLE,NA,[],['Chennai'],"New Initiative Launched Today For Chennai People.
If any Patient unable to get bed in Govt. Hospitals in Chennai.
This organisation will provide Oxyzen on Vehicles for time being out side Govt.Hosp. depends upon vehcle availability
@RRRMovie
@SureshProdns 
Verified Today 10:02 pm https://t.co/zB3VQjCg4M https://t.co/IBe83WCjq4"
NavaneethhGopal,2021-05-06 01:15:22,other,AVAILABLE,NA,['9500032230'],['Chennai'],"@bollurajan @itisprashanth @104_GoTN @ChennaiCares @Actor_Siddharth @ramblingchennai @ChennaiCares @frostdeeds @NadjaNadika @pepsiwithastraw This just popped up: Be well hospital, Chennai has 35 0xygen bed Available Contact num : 9500032230 Personally verified and you can call confirm"
findthecolors,2021-05-06 00:43:44,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@vishwanathv Look at other people tweeting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
43_tanveer,2021-05-05 23:14:49,oxygen,UNKNOWN,NA,[],['Chennai'],Any verified leads guys? For oxygen in Chennai. https://t.co/NEJiK4UKdC
findthecolors,2021-05-05 22:41:59,other,AVAILABLE,NA,[],['Chennai'],"@karthistalin Look at other people tweeting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 22:25:49,other,AVAILABLE,NA,[],['Chennai'],"@reachandu Some good people are posting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
ZzrreeUnion_ONE,2021-05-05 20:51:23,other,NEED,NA,[],['Chennai'],"Mangalam hospital Poonamallee, Chennai has covid beds ONLY for pregnant woman. - in case if anyone needed this. 
Verified by a third party at 5 PM on 05 May"
findthecolors,2021-05-05 19:49:39,other,AVAILABLE,NA,[],['Chennai'],"@AsmiAparajita You can check here if people are posting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
iamafroze,2021-05-05 19:43:50,oxygen,AVAILABLE,NA,[],['Chennai'],"@introvert_drama @NitishLeDubega @deepsealioness @actorvijay @Mainbhichanakya @salmankhadir @shoaibb_ak @FaisalNadeemAMU @BiddenJoy CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021"
K9PoonamTrends,2021-05-05 18:43:59,oxygen,AVAILABLE,NA,[],['Chennai'],"@virtual_ram @mehtahospital9 @mkstalin @iamharishkalyan @gmcstanley1 @Actor_Siddharth @ashwinravi99 CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify"
findthecolors,2021-05-05 18:36:31,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@ayudh_india Look at other people tweeting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
suprajaanjan,2021-05-05 18:16:33,other,NEED,NA,[],['Chennai'],"Mangalam hospital Poonamallee, Chennai has covid beds ONLY for pregnant woman. - in case if anyone needed this. Please amplify.

Verified at 5:00PM on 05/05/2021"
findthecolors,2021-05-05 18:06:00,plasma,AVAILABLE,NA,[],['Chennai'],"@viveknayak You can check here if people are posting about availability of plasma in Chennai:

- https://t.co/YtHUO1Tiu2 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
