username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
ValentynLuchyk,Retoucher at Huda Beauty  @hudabeauty,,146,7,740,2018-06-09 19:59:44,2021-04-30 03:18:50,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Sitanshu_Khanna,Don't be the one that people want u to be. Be the one who u want be .,"Surat, India",1672,299,3503,2018-08-12 05:25:39,2021-04-30 03:18:41,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
AjayKum26534771,ajay,,31,21,3723,2020-05-31 15:26:18,2021-04-30 03:18:37,17,"#Resign_PM_Modi
#ResignPMmodi #helpindiabreathe 

@svelponraj @JesusCalls @PMOIndia @JoeBiden @RahulGandhi @BBCWorld @timesofindia @hrw @WHO @IsraeliPM @ikamalhaasan

We are in the line..😭😭😭
Please help us 🙏🙏🙏 https://t.co/LWZDhT2t9b","[{'text': 'Resign_PM_Modi', 'indices': [15, 30]}, {'text': 'ResignPMmodi', 'indices': [31, 44]}, {'text': 'helpindiabreathe', 'indices': [45, 62]}]"
jankinmybank,AEW and Zelda are the only 2 things I care about in life.,"San Antonio, TX",185,68,4487,2011-11-18 20:58:15,2021-04-30 03:18:17,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Wear_mask__,random guy,india,150,13,320,2021-02-13 07:02:22,2021-04-30 03:18:17,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
JensonGeorge12,It’s with the “o-n” not “e-n” (JENSON)  God is good! 📍CT,Connecticut,102,80,266,2019-09-21 15:33:49,2021-04-30 03:18:07,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
IAM__PRINCERAY,"TECHNOLOGY LOVER😍. A MI FAN. A TECH ENTUTIAST . A FRIENDLY BOY 🙂.
STAY HERE FOR NEW LEAKS OF XIAOMI.
#IRONMAN
#BATMAN

#Princezonearmy","Kolkata, India",328,96,11478,2020-10-17 13:15:30,2021-04-30 03:18:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
LSNorwich,,,274,104,4245,2009-04-17 16:29:29,2021-04-30 03:17:58,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
terminatorcuir,Respect people’s pronouns or else; I do not look at all like my profile pic... yet; Pronouns: she/her; Transwoman; 21; Cancer; Polyamorous,,292,63,6842,2017-12-11 02:16:14,2021-04-30 03:17:57,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
betatree1,"🎸Musician in the making
🚚 @canadianforces
👨🏻‍💻 @discoverydigitals",,199,42,1720,2012-10-30 02:50:44,2021-04-30 03:17:49,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
NeerajAilani,,,710,71,230,2010-09-24 18:24:22,2021-04-30 03:17:38,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
A1_Sach,This is me | VFX_Artist | @elonmusk Fan | #महाराष्ट्रीयन 🚩 Please wear mask 😷,"Pune, India",913,169,10542,2015-05-22 10:50:44,2021-04-30 03:17:35,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
utsavtechie,Tech Enthusiast & Creator,India,441,17112,15912,2015-04-04 10:45:25,2021-04-30 03:17:32,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
VEER1204007,"🎓 ᴄɪᴠɪʟ ᴇɴɢɪɴᴇᴇʀ 👷🏻‍♂
𝑫𝒐𝒏𝒕 𝒘𝒂𝒊𝒕 𝒇𝒐𝒓 𝒑𝒆𝒓𝒇𝒆𝒄𝒕, 𝒆𝒏𝒋𝒐𝒚 𝒚𝒐𝒖𝒓 𝒍𝒊𝒇𝒆","Rajkot, India",178,49,654,2018-03-20 17:53:39,2021-04-30 03:17:27,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
mazisles,,,38,0,33,2010-04-15 01:14:19,2021-04-30 03:17:23,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
AnkushT90293524,"instagram @ankush_cg 
design page @antdesigns_","Mumbai, India",552,57,824,2017-04-02 04:02:11,2021-04-30 03:17:22,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
snave_14,going to so many hockey games after this damn pandemic,Philly,213,21,555,2019-06-24 17:01:25,2021-04-30 03:17:12,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
siddhj2206,,,79,1,28,2020-12-24 08:36:53,2021-04-30 03:17:09,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
XsamXP,@FarmingdaleSC alumni - Video Game enthusiast - Baseball+Soccer fan - Future Marketer in an important place one day - Coffee and music keeps me sane-,Somewhere in the Big Apple,1449,336,11108,2011-03-08 12:13:39,2021-04-30 03:17:05,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ArigalaV,Nothing!,"Tirupati, India",134,1,82,2017-06-27 01:26:30,2021-04-30 03:17:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
imonsalvoj,,,255,13,210,2019-11-03 18:40:11,2021-04-30 03:17:00,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
EverywhereEddie,,"Cluj-Napoca, România",367,68,84,2009-04-14 22:18:51,2021-04-30 03:16:48,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
DeadlinerMusic,Musician - https://t.co/UweYRcB4pX,"Chicago, IL",63,39,222,2017-01-23 03:31:18,2021-04-30 03:16:44,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Kshitij20232168,,,23,0,73,2020-12-22 15:09:43,2021-04-30 03:16:42,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
witwickky,,Bangalore,257,64,628,2011-10-26 11:36:34,2021-04-30 03:16:18,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
bhishekkparihar,Just another guy on twitter. Snapchat-abhiparihar,Mumbai,213,181,788,2012-09-15 04:21:37,2021-04-30 03:16:05,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
SidThombare,Student - Technology Geek.,"Mumbai, India",94,9,10,2018-03-11 00:04:42,2021-04-30 03:16:01,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ignaciomanzo,he/him. coffee. video games. movies. music. disney. add me on #nintendoswitch sw: 5474.0672.5513,"Glendale, CA",2511,166,3244,2009-02-17 05:19:13,2021-04-30 03:15:55,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
curious_mind121,,,257,3,889,2019-07-20 12:33:29,2021-04-30 03:15:51,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
itsJose,I'm a 31 year old Mexican. Idk.,"Chicago, IL",1108,263,12154,2009-02-23 07:28:06,2021-04-30 03:15:49,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
manjitmld484,"(old a/c.- @manjit_mld)
 love to try new Gadgets ! 
Searching for... #Contest #Giveaway","Mangaldai,Assam(IND)",367,64,18413,2019-12-25 13:34:41,2021-04-30 03:15:43,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
manishtiwari2,,,1530,82,79,2010-04-22 01:40:39,2021-04-30 03:15:29,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Harmohitsingh6,,"ludhiana,punjab",143,4,38,2017-10-19 11:28:26,2021-04-30 03:15:24,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
d4rkz3r011,Programmer • Gamer • Sending memes is my love language • We all float • https://t.co/YDzNMXz2jC,"Fremont, CA",674,123,4926,2010-11-13 19:12:06,2021-04-30 03:15:18,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
stm5400,,"Kerala, India",62,25,158,2014-03-30 15:04:03,2021-04-30 03:15:09,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Spaul360,,,262,13,272,2018-02-10 06:30:42,2021-04-30 03:15:05,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
diwankar_singh,believe in doing something rather than describing.,,16,5,1221,2020-08-10 09:16:44,2021-04-30 03:14:33,17,"#Resign_PM_Modi
#ResignPMmodi #helpindiabreathe 

@svelponraj @JesusCalls @PMOIndia @JoeBiden @RahulGandhi @BBCWorld @timesofindia @hrw @WHO @IsraeliPM @ikamalhaasan

We are in the line..😭😭😭
Please help us 🙏🙏🙏 https://t.co/LWZDhT2t9b","[{'text': 'Resign_PM_Modi', 'indices': [15, 30]}, {'text': 'ResignPMmodi', 'indices': [31, 44]}, {'text': 'helpindiabreathe', 'indices': [45, 62]}]"
maazahmed4444,Once in a Lifetime everything is Ohk,,49,0,33,2014-02-24 16:54:39,2021-04-30 03:14:28,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
shreyas________,,"ಬೆಂಗಳೂರು, ಕರ್ನಾಟಕ ",407,36,1781,2020-04-06 07:22:10,2021-04-30 03:14:15,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
dimeaveyo,Technology,"New York, NY",93,7,285,2017-08-02 18:14:50,2021-04-30 03:14:10,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
mpeetros,"Engineering = work, hockey & golf = play",Massachusetts,448,73,9051,2008-08-27 12:51:26,2021-04-30 03:13:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Brandon39156690,Let's go,,26,1116,87648,2019-01-24 19:44:49,2021-04-30 03:13:57,3,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5APH6uiZTn

https://t.co/RSP2yAUf80

#helpindiabreathe https://t.co/9htnx4GuHC",[]
ShilpiKala,"Dreamer, Writer, Creative Thinker...","Maryland, USA",1597,484,448,2009-08-25 05:57:29,2021-04-30 03:13:54,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
AjinkyaPhatak10,,"Pune, India",237,27,106,2015-05-11 03:48:45,2021-04-30 03:13:43,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
kannan_122,"Photographer, Interested in Nature,Landscape,Travel Photos. Engineer by Profession from India","Kerala,India",966,518,1237,2010-09-01 05:30:47,2021-04-30 03:13:42,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
gagansci,A CUSTOM ROM GUY PEACE ✌️ Indian 🇮🇳,"Sampangiram Nagar, Bengaluru",87,6,796,2013-01-13 03:39:12,2021-04-30 03:13:38,0,"@tldtoday Thank you 💜, for spreading awareness, Give me that purple iPhone I love purple 💜 
Thank you once again
#helpindiabreathe 
Peace
#tldtoday","[{'text': 'helpindiabreathe', 'indices': [113, 130]}, {'text': 'tldtoday', 'indices': [138, 147]}]"
SushavanP,Keeping it simple! ;),"calcutta, India",251,28,618,2014-08-16 11:11:52,2021-04-30 03:13:37,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
SaiPrithviRaj,"student,gadget freak and football fan........",hyderabad,180,112,829,2013-08-12 09:15:20,2021-04-30 03:13:01,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
machiyes_rai_,"I'm curious Guy, Work Hard In Silence, Let Your Success Be The Noise!! #bitcoin $eth $rune $link $aave $super 🚀 #SAFEMOON",Chilling Under The Sun 😉,1772,203,18394,2017-04-03 08:16:56,2021-04-30 03:12:35,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
guy_electronic,Hey!! I am Saketh|Coding Enthusiast|Love To Do Experiments With Electronics|Kotlin💛|,,694,48,1909,2020-04-04 05:05:10,2021-04-30 03:12:23,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
JamesP_Tweets,The P is for Pretzels 🥨🥨,New Jersey and then some,88,45,7844,2012-01-30 06:10:13,2021-04-30 03:12:06,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Stock43823160,,,72,1,71,2020-07-14 22:22:36,2021-04-30 03:11:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
tony_captures,IG: tony.captures |  I micromanage megapixels,Canada,168,9,127,2016-03-22 06:14:05,2021-04-30 03:11:57,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ABJainRokr,,India,734,180,2781,2014-01-08 08:40:01,2021-04-30 03:11:47,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Raul31811216,Dreamer,,178,15,1864,2019-08-10 13:54:34,2021-04-30 03:11:34,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ajupurohit,Movie lover. Tech freak. Pun-casm. Writer. Gamer.,"Chennai, India",197,95,3259,2012-05-25 12:28:25,2021-04-30 03:11:34,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
tnyxvr,feelings.,"Cochin, Kerala",45,29,445,2015-06-08 14:38:24,2021-04-30 03:11:32,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
heythisisbasil,https://t.co/kFv0wZLBvQ,"Kerala, India",116,3369,2802,2014-04-18 13:33:26,2021-04-30 03:11:31,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
blackprince_97,"I am a Tech Enthusiast. I buy tech that genuinely excites me 💯🔥

Here i am : Your Daily Dose of Tech Updates | Curated & Retweeted |One-Stop Destination |",,188,21,1304,2020-06-24 14:37:30,2021-04-30 03:11:19,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ericjohnstonc,,"Hosur, India",47,30,51,2009-05-15 08:23:48,2021-04-30 03:11:19,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
SirDuke5530,Not a streamer.,,262,96,5874,2016-08-15 03:45:24,2021-04-30 03:11:10,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
gagansci,A CUSTOM ROM GUY PEACE ✌️ Indian 🇮🇳,"Sampangiram Nagar, Bengaluru",87,6,796,2013-01-13 03:39:12,2021-04-30 03:11:03,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
niravshah1407,"Formula1 fanatic , Wealth Banker, Car lover, phonebuff, foodlover, stocks & investment #Moto4life: Make enough money to not think twice before buying anything","Bengaluru, Karnataka",519,180,2274,2012-10-03 00:52:41,2021-04-30 03:10:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ChiranthMGowda2,Everyone you will ever meet knows something you don't.,,114,24,71,2020-04-28 13:24:41,2021-04-30 03:10:52,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
dull_lu,,,50,18,1047,2010-01-30 16:53:38,2021-04-30 03:10:41,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Barathagain,Add a bio to your profile,,65,11,353,2020-10-25 10:15:06,2021-04-30 03:10:40,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
nafeesparinda,I am alright.,,687,7,2226,2020-04-22 08:07:59,2021-04-30 03:10:31,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
babyJoh42657310,,,34,0,32,2017-12-22 15:33:12,2021-04-30 03:10:29,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Artie_Cal,"Sigo sin entender twitter, pero creo que me dedico a idolatrar a Lady Gaga, Dua Lipa y Taylor Swift, ademas de hablar de música, Star Wars y memes mensos 🥸","Morelia, MX",76,75,667,2015-10-30 04:51:45,2021-04-30 03:10:21,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
UntitledCoconut,,,313,26,518,2015-01-10 08:16:29,2021-04-30 03:10:13,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
kewal_nimgade,"Wise things written below..



Mediocre Tweeter..",,167,38,944,2017-12-06 14:30:56,2021-04-30 03:10:08,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
