username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
tanuuuxx,2021-05-06 14:56:00,oxygen,UNKNOWN,NA,['8178877352'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Delhi
Oxygen cylinders 
Name: Monu kumar
Phone: 8178877352
Location: Ballabhgarh
Last Verified @ 06/05/21, 6:54 PM
#Covid19IndiaHelp #Gurugram"
KRaju29878,2021-05-06 14:55:58,other,AVAILABLE,NA,[],['Delhi'],"Verified | Delhi | Status of Bed Availability till 6:00 PM, 6th May 2021. 

#BedsAvailability #Delhi #COVIDSecondWave #CovidResources https://t.co/rXJdmVONIt"
josecy8606,2021-05-06 14:55:50,oxygen,UNKNOWN,NA,['9136219936'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI 
Oxygen Refilling
Contact number:-9136219936

Location:-A 16, Naraina Industrial Area (Near PVR Cinemas)

Last verified:- 6/05/21, 7:17 PM

#DelhiCovid #Covid19IndiaHelp"
mainhusuperman,2021-05-06 14:55:50,ICU Bed,AVAILABLE,NA,[],['Delhi'],"#Delhi #covidresources
ICU beds available in Delhi:
1. World Brain Centre Hospital, Janakpuri
2. PGH Hospital, Vikas Nagar
Personally verified.
#COVIDSecondWave #CoviBuddy #CovidHelp #VerifiedCovidResources #Verified #CovidSOS #COVID19"
teens4teens2,2021-05-06 14:55:44,oxygen,AVAILABLE,NA,['9953119260'],['Delhi'],"Oxygen cans available in #DelhiNCR
Location- Jangpura, Delhi
Price- Rs. 1100 for 10L can
Contact- 9953119260 ( Raman) 

Verified at 8.02pm, 6th May
#COVIDSecondWaveInIndia #COVIDEmergencyIndia #Covid19IndiaHelp"
findthecolors,2021-05-06 14:55:35,plasma,AVAILABLE,NA,[],['Delhi'],"@Dev_akash_ Some good people are posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
heartistsiren,2021-05-06 14:55:28,other,UNKNOWN,NA,"['0112790333', '8375975629']",['Delhi'],"@IChandyok @Natashaa_Sharma Old tweet sharing it for phone numbers

saroj super Speciality hospital has 26 covid beds : 01127903333
tirath ram shah charitable hospital has 12 beds : 8375975629
these were the nearest hospitals with covid beds 
verified ✅✅
#COVID19India 
#Beds 
#Delhi"
jiten99,2021-05-06 14:55:27,oxygen,AVAILABLE,NA,[],['Delhi'],"#Delhi #IndiaFightsCorona #Beds #hospital #COVIDRELIEF
Source : Delhi Govt Helpline phone 1031
ICU availability: 10 ICU available at NKS Hosp, Delhi 
Last verified 7 pm today 
Ventilator: No ventilator bed available 
Oxygen Bed : 34 oxygen beds available at Guru Teg Bagadur hosp"
DhimanHT,2021-05-06 14:55:24,other,UNKNOWN,NA,"['7835964348', '7835964349', '7835964354', '7835964363', '7835964370']",['Delhi'],"VERIFIED 6/5/21 at 9:41 AM

7835964348
7835964349
7835964354
7835964363
7835964370
 
SVP hospital helpline

#Delhi #beds"
ItsNg100,2021-05-06 14:55:02,oxygen,UNKNOWN,NA,[],['Delhi'],For Oxygen #Delhi these are verified https://t.co/IqtYXmAZ7M
000insomniac000,2021-05-06 14:54:59,oxygen,NEED,NA,[],['Delhi'],"CITIZEN FACILITATION : 
Delhi does not have a verified central helpline number for people to meet their oxygen requirement, or get admitted to hospitals. It has not spread awareness about phone number or addresses of the 14 oxygen cylinder refillers in the city..!!"
,,,,,,,
Irreverent_KUP,2021-05-06 14:54:22,oxygen,AVAILABLE,NA,['0112665595'],['Delhi'],"@ShwetaPriyada11 //✅
*Verified oxygen beds lead*

Location- DRDO SVP Covid centre, DELHI

SERVICE AVAILABLE- OXYGEN BEDS FOR CRITICAL COVID PATIENTS (O2 level above 85)

CONTACT- +91/01126655959

verified at 20:15 on 06/05

#BedsAvailability #bed #COVIDSecondWave #COVID19 #Beds #AMPLIFY"
TheJibrailKhan,2021-05-06 14:54:15,oxygen,UNKNOWN,NA,[],['Delhi'],"Jai Bharat Covid Care Centre #Delhi have facility of 100 oxygen beds, 40 Home ICU Set Up.

Asking to register online via website will get intouch patients, beds filling up fast first come basis.

Self Verified 6/5/2021.

https://t.co/FgjVVOtQzo

#delhi #oxygenbeds #CovidinIndia"
VanLivesFree,2021-05-06 14:53:34,oxygen,UNKNOWN,NA,[],['Delhi'],"‼️OXYGEN REFILLING - DELHI‼️

Till 11PM.

Old Delhi, Moti Mahal, near Sabharwal Hospital, Phool Mandi.

Carry small cylinders and doctor's prescription.

Verified 7:35PM, 6/05

RT to amplify!
#CovidResources #DelhiCovid #Delhi #CovidHelp #Oxygen #OxygenRefill  #oxygendelhi"
teens4teens2,2021-05-06 14:53:05,oxygen,UNKNOWN,NA,['0114140040'],['Delhi'],"Oxygen cylinders are being refilled by CM helpline pan Delhi
Call on 01141400400 

Verified at 7:45pm, 5th May
#COVIDEmergencyIndia #COVIDSecondWave #Covid19IndiaHelp #DelhiFightsCorona #OxygenCylinders"
komalmehna,2021-05-06 14:52:52,oxygen,UNKNOWN,NA,['9958572445'],['Delhi'],"Oxygen Refill Verified Delhi

Providing Oxygen to patient above SPO2 65

Whatsapp 9958572445

Gurudwara Damdma Sahib, delhi"
pankaj01mar,2021-05-06 14:52:50,oxygen,AVAILABLE,NA,[],['Delhi'],"@tarangjainn #Delhi #IndiaFightsCorona #Beds #hospital #COVIDRELIEF
Source : Delhi Govt Helpline phone 1031
ICU availability: 10 ICU available at NKS Hosp, Delhi 
Last verified 7 pm today 
Ventilator: No ventilator bed available 
Oxygen Bed : 34 oxygen beds available at Guru Teg Bagadur hosp"
risingsurbhi,2021-05-06 14:52:43,oxygen,AVAILABLE,NA,[],['Delhi'],"ICU beds with Oxygen available in #Delhi
Location: Sushila Hospital
Address: Plot no. 109, Gali no.9, Safiabad Rd, Gautam Colony, Narela, Delhi 110040
Contact: 99993 90291
Verified by someone at 6:16 pm, 6th May
#COVID19 #COVIDSecondWaveInIndia"
NickoNick111,2021-05-06 14:51:48,oxygen,AVAILABLE,NA,[],['Delhi'],"Important information for people looking for #Oxygen Refill in Delhi , reach here 

Paramount - Available - Oxygen Gas - Near Metro Pillar 557, Gali No 1, Nala Road, Mundka, New Delhi 

Contact- 90575 07489 

Verified at 4:55 PM today"
AshwiniDodani,2021-05-06 14:51:47,oxygen,AVAILABLE,NA,[],['Delhi'],"I have #Verified lead of #OxygenCylinder in #DelhiNCR . If anyone need it, immediately DM me. 
#oxygen in #Noida #Delhi available.

#COVIDSecondWave #COVID19 #CovidIndia #CovidHelp #DelhiFightsCorona #Covid"
dugar_umesh,2021-05-06 14:51:34,other,AVAILABLE,NA,[],['Delhi'],"Beds are available in Delhi NCR
Kindly Note: Normal beds available.
If anyone need so you can DM Me for more info
With patient Details, Name, phone number, age.
(Verified Leads)

#BedsAvailability #COVID19 #COVIDEmergency"
Sj32945511,2021-05-06 14:51:23,plasma,AVAILABLE,NA,"['9810024272', '91 80100660']",['Delhi'],"@Khushixo1 @SonuSood @SoodFoundation Plasma Available - Delhi NCR

Available at Rotary Blood Bank, Noida for all blood groups. 

Contact Ravi Chopra for the same.

Verified at 06/05/2021 12:45:00 PM

Contact Number: 9810024272

#Plasma #Delhi
Delhi Plasma Donors Available Contact + 91 8010066066, +91 98204 13725,"
SD131589,2021-05-06 14:51:05,ICU Bed,UNKNOWN,NA,['91 9990104050'],['Delhi'],"HOME ICU SETUP 

AT - DELHI

Contact :- +91 9990104050

Verified by Kaushik at 10:55 am on 06/05/21

#CovidResources  #Delhi #ICU #CovidHelp"
GaikwadAnkur,2021-05-06 14:51:03,oxygen,AVAILABLE,NA,"['9810807576', '9211333999']","['Bangalore', 'Delhi']","@alashshukla @srinivasiyc @appurv_gupta @AnupamkPandey @ManMundra @shalabhmani @tehseenp @attorneybharti @DeepikaBhardwaj @sandhyafernez @DarshanNPopat @sakshijoshii @isatyendra @DineshKumarLive @KaptanHindostan @kmarkri @AnupamConnects @yuvahallabol @AShukkla @RubikaLiyaquat @yogitabhayana ✅ Verified
#Bangalore #OxygenCylinders
Home ICU, Ventilator, Oxygen available in #delhi #meerut #noida #ghaziabad  #uttarpradesh  #gurgaon 
Verified at 10:35 am on 3/5/21Vinayak Oxygen  - 9810807576O2 Delhi- 9211333999Ai...
👉 https://t.co/IWmC9Q34oI"
Okaykimichi,2021-05-06 14:51:00,oxygen,UNKNOWN,NA,['8800143224'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Delhi, All over India
Oxygen Concentrator

Name : Pan India
Contact : 8800143224
Location - home delivery in delhi
Delivery - All over Delhi(within 3 hours), All over India
Last verified @ 6/5/21 10:40 AM"
HarshaShettigar,2021-05-06 14:50:53,oxygen,AVAILABLE,NA,['9899676015'],['Delhi'],"#Delhi #Covid19 #Oxygen 

Oxygen concentrator available 
Contact: 9899676015  

Last Verified On 6th May

#Corona #resources #Help #NCR"
Shreykijaan,2021-05-06 14:50:47,oxygen,AVAILABLE,NA,['9953729104'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SAKET
Ambulance with Oxygen Available 

Name:Pawan Tomar
Phone: 9953729104
Location: Saket Delhi

Last Verified @ 06/05/21 5:35PM

#Covid19IndiaHelp #DelhiFightsCorona"
findthecolors,2021-05-06 14:50:38,other,AVAILABLE,NA,[],['Delhi'],"@bugs_bhargava People might be posting here about availability of tocilizumab in Delhi:

- https://t.co/74IH9ipVH9 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
mhmdsajid,2021-05-06 14:50:06,ICU Bed,UNKNOWN,NA,[],['Delhi'],"#Home #ICU set-up #Delhi 

Approx 12-13k cost including medical staff

DM me or @Samriddhi0809 for contact number(Share Doctors prescription and patient's details)

Verified at: 3:42pm, 6 May 

*Avoid Advance payment*"
maggi2noodles,2021-05-06 14:50:00,oxygen,AVAILABLE,NA,['9772722367'],['Delhi'],"#Delhi

ARBAZ KHAN-9772722367
Oxygen available without refill 

Verified at 17:32, May 6th 2021 by Gayatri Menon

#ICLUVERIFIES"
zoyakhanbb13,2021-05-06 14:49:59,ICU Bed,AVAILABLE,NA,[],['Delhi'],"#Delhi #IndiaFightsCorona #Beds
Your attention pls 
Important update 
Source : Delhi Govt Helpline 
Phone : 1031 
ICU availability: 10 ICU available at NKS Hospital, Delhi 
Last verified 7 pm today 

#CovidIndia
#CovidHelp #Covid #COVID19 #COVIDSecondWave"
GaikwadAnkur,2021-05-06 14:49:56,oxygen,AVAILABLE,NA,"['9810807576', '9211333999', '9871071234', '9871179853']",['Delhi'],"@IN_PAWANT @Drpadamsingh12 @srinivasiyc @TeamSaath @arjunbhatigolf Verified at 10:35 am on 3/5/21
Oxygen, Beds, Home ICU, Ventilator Available in Delhi, Meerut, Noida, Ghaziabad, Uttar Pradesh, Gurgaon 

Vinayak Oxygen - 9810807576
O2 Delhi - 9211333999
Air &amp; Care - 9871071234/ 9871179853

#IndiaFightsCorona"
findthecolors,2021-05-06 14:49:47,other,AVAILABLE,NA,[],['Delhi'],"@vishwakantnoida People might be posting here about availability of bed in Delhi:

- https://t.co/69sMBvXTUb 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
vikasgupta923,2021-05-06 14:49:32,oxygen,AVAILABLE,NA,[],['Delhi'],Oxygen Cylinder available in Delhi (Verified) https://t.co/zIV7jZtyeB
Tina41894744,2021-05-06 14:49:03,oxygen,AVAILABLE,NA,[],['Delhi'],"#Refilling Sewa has started.
(Until 9pm)
- Subject to availability
Location- Sadhna enclave, Panchsheel park, Gurudwara Dukh Bhanjan Bunga Sahib, Delhi
Cylinder- 10 to 15ltrs only

Contact: +91 81301 84210

Verified at- 5:51 pm, 6th May

#Oxygen #OxygenRefilling #OxygenRefill"
Pratyushpanda,2021-05-06 14:48:22,ICU Bed,AVAILABLE,NA,[],['Delhi'],"Home #ICU Setup 75098 12058 available for #Delhi (specifics provided in ss), 
 
contact point #verified, please ensure your due diligence before any purchase
@bot_assist"
ThisIsFatima_,2021-05-06 14:47:31,ICU Bed,AVAILABLE,NA,['0117121212'],['Delhi'],"Ventilator, ICU beds available in Max hospital #Delhi

Contact- 01171212121 (sms,call)
Press enclave marg, Saket institutional area, Saket.

#Verified
#CovidResources 
#COVIDEmergencyIndia"
21gramsssss,2021-05-06 14:47:27,oxygen,UNKNOWN,NA,"['9808822111', '9990257447', '9044430619', '9415548499', '7235807158']",['Delhi'],"Verified Oxygen Resources for Covid - Pan India 🇮🇳
Hope this helps🤞

▶️ Delhi ~
1). Javed Ahmed - 9808822111
2). Mohd Umair - 9990257447

▶️ Lucknow ~
1). Vasu Gas - 9044430619
2). Shubham Oxygen - 9415548499
3). Pratham Entrp - 7235807158"
Sandeep331998,2021-05-06 14:47:04,oxygen,AVAILABLE,NA,['8287311222'],['Delhi'],"Oxygen BEDS are AVALAIBLE AT YAMUNA SPORTS COMPLEX DELHI

Condition spo2 level 85 or above only
They don't have ICU beds Availability

Mr Dharmendra puri :8287311222
#Verified Just now.
#Ghaziaabad
#Oxygen"
ThisIsFatima_,2021-05-06 14:46:54,oxygen,AVAILABLE,NA,['9717727487'],['Delhi'],"Oxygen cans and Oximeter available in #Delhi

Contact- 9717727487 (whatsapp)

#Verified 
#CovidResources 
#COVIDEmergencyIndia"
ThisIsFatima_,2021-05-06 14:46:42,oxygen,AVAILABLE,NA,['9717544495'],['Delhi'],"Free medical &amp; Oxygen facility available in #Delhi 

Deen Dayal Upadhyay College 
Contact- 9717544495 (whatsapp)
Sector 3, Phase- 1, Dwaraka, Delhi

#Verified 
#CovidResources 
#COVIDEmergencyIndia"
ThisIsFatima_,2021-05-06 14:46:27,oxygen,AVAILABLE,NA,['9266611135'],['Delhi'],"Oxygen concentrators available in #Delhi 

Contact- 9266611135 (whatsapp)
Karol bhag, Delhi 

#Verified 
#CovidResources 
#COVIDEmergencyIndia"
man_like_mo,2021-05-06 14:46:23,oxygen,UNKNOWN,NA,[],"['Bangalore', 'Delhi']","‼️ hospital bed updates ‼️

oxygen beds - uttar pradesh 
oxygen beds - delhi 
normal beds - bangalore 

#HospitalBeds #OxygenBeds #NormalBeds #Delhi #Bangalore #UttarPradesh #Verified https://t.co/CTwDNFCoTD"
vikasku18755459,2021-05-06 14:46:12,oxygen,AVAILABLE,NA,[],['Delhi'],"✅ #Verified
LOCATION- Badarpur,SouthDelhi
#Oxygen Cans Available
900/- for 12lit
Courier from wefast available in 1 or 2hrs it will be delivered. 

Name:V N
Phone: 955533324
Location: Badarpur, South Delhi
Last Verified @ 5/6/21 5:45PM
#COVIDSecondWave 
#CovidResource"
mhmdsajid,2021-05-06 14:45:48,oxygen,UNKNOWN,NA,[],['Delhi'],"#oxygen #Delhi 
Oxygen Langer 
Gurudwara Damdama Sahib, Nizamuddin, Delhi 

Patient can go there and use oxygen, they do not Refill or give out(you have to go there in car)

*Patient oxygen level should not be less than 75*

#Verified at 6:30 pm, 6May"
iThatMatter,2021-05-06 14:45:29,oxygen,AVAILABLE,NA,['9560432605'],['Delhi'],"@_Shrextraa_24 *Delhi*

Oxygen Beds - Delhi, 10 beds available, Jay Hospital, Block E, New Roshanpura, Najafgarh, Delhi, 110043, 
Contact 9560432605

Verified at 6:18pm 6th May"
mhmdsajid,2021-05-06 14:45:25,oxygen,UNKNOWN,NA,[],['Delhi'],"#oxygen #refill #Delhi
#Refilling still going on

Hukum Chand and sons
Jangpura, Bhogal 
#oxygen tanker came in at 5pm

#Verified at: 5:07pm, 6th May"
mhmdsajid,2021-05-06 14:45:22,oxygen,UNKNOWN,NA,['9958361537'],['Delhi'],"#NewDelhi #Oxygencans 
 12 Ltr oxygen Cans
200 Inhalations.
The cost is Rs.1000 /-
Paschim vihar New #Delhi

Contact number: 9958361537( WhatsApp them)
*Delivery is not possible*

Verified at 12:00 pm 06/05/21

@Samriddhi0809"
iThatMatter,2021-05-06 14:44:54,oxygen,AVAILABLE,NA,"['8792739537', '8923921305']",['Delhi'],"@AinaraKaur @mtanmay Gurgaon- 8792739537

They have oxygen and normal beds available.
Call and give details of patient, they will confirm for ICU bed

 HOME ICU/VENTILATOR AVAILABLE 
MK MEDICARE PVT LTD #Gurgaon
#Delhi #Noida 
Ph: 8923921305 ( whats app only)
#Verified 1.35 6/5
#CovidHelpOnline"
iThatMatter,2021-05-06 14:44:26,ICU Bed,AVAILABLE,NA,[],['Delhi'],"@AinaraKaur @mtanmay #Delhi #covidresources
ICU beds available in Delhi:
1. World Brain Centre Hospital, Janakpuri
2. PGH Hospital, Vikas Nagar
Personally verified.
#COVIDSecondWave #CoviBuddy #CovidHelp #VerifiedCovidResources #Verified #CovidSOS #COVID19"
findthecolors,2021-05-06 14:44:25,plasma,AVAILABLE,NA,[],['Delhi'],"@HarapriyaNanda Check if there are people who are making calls and checking for availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
iThatMatter,2021-05-06 14:43:46,oxygen,AVAILABLE,NA,['8792739537'],['Delhi'],"@mainhusuperman @Keshu__10 @ARanganathan72 @swatic12 @poetic_memer Delhi- GURGAON 50 Oxygen Beds Available
(For mild to moderate cases)

Name: Pristyn Care, Sector 40, Gurgaon 
Phone:  8792739537

Last Verified @ 06/05/21, 05:20PM"
iThatMatter,2021-05-06 14:43:40,oxygen,AVAILABLE,NA,[],['Delhi'],"#Hospital #Beds now available in #AIIMS #Delhi as they have converted all wards in #COVID wards.
You need to visit the Covid screening near AIIMS #Emergency with Covid Positive Report. For Oxygen SPO2 level below 85 will be admitted. Verified 8pm 6May21"
Sumitya58291350,2021-05-06 14:42:50,oxygen,AVAILABLE,NA,['9311351632'],['Delhi'],"Oxygen cylinder available delhi!!
Contact :- 9311351632whatsapp only)
Address :-dwrka sector 1
92ltrs cylinder empty
Last verified:7.50pm, may 6
#DelhiCovid 
#DelhiNeedsOxygen 
#delhicovidhelp 
#OxygenCylinders 
#DelhiFightsCorona 
#CoronaUpdate
#CovidHelpOnline #OxygenCylinders"
heartistsiren,2021-05-06 14:42:09,oxygen,UNKNOWN,NA,"['9910944444', '8587839670', '9312196646', '9711090844', '9999727489', '9999727489', '7838818433', '9999852521', '9315176221']",['Delhi'],"@IChandyok @Natashaa_Sharma Call the Raghav Chaddha helpline at 9910944444 for arranging beds/ plasma donors/ oxygen refilling.
Called and verified
Other Volunteers numbers:
8587839670, 9312196646, 9711090844, 9999727489, 9999727489, 7838818433, 9999852521, 9315176221
delhi plasma OxygenCylinder
#Delhi"
Siddforever06,2021-05-06 14:41:51,oxygen,AVAILABLE,NA,['9717544495'],['Delhi'],"@harsh_bansal__ @SonuSood @SoodFoundation 200 bed covid hospital with oxygen beds, concentrators and food available,
Address: DDU College sector 3
Dwarka Delhi, Phone No: 9717544495
Verified at 2:25pm on 6/05
Verification time - 14:27, 2021-05-06"
RetweetsMumbai,2021-05-06 14:41:45,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Delhi', 'Chennai']","@_SSRFan @104_GoTN Use this bot for Beds, Oxygen, #Plasma in any city. Latest verified numbers.

Just send ‘COVID’ to initiate.

https://t.co/1zJ44gQZQ3

CovidHelp PlasmaDonors Oxygen HospitalBeds Delhi Mumbai Chennai"
gurpreetsbhasin,2021-05-06 14:41:37,oxygen,AVAILABLE,NA,['9868827510'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI
Oxygen Cylinder Refilling 24×7 Available

Name: Vinayak
Phone: 9868827510
Location: B93, Mayapuri, Delhi

Last Verified @ 06/05/21 5:25pm

#Covid19IndiaHelp #DelhiFightsCorona"
drinductor,2021-05-06 14:41:20,ICU Bed,NEED,NA,[],['Delhi'],"Need an ICU Ventilator bed urgently in Delhi for a friend's grandmother. 

Patient Name: Vanamala Ramachandran
Age: 82 
CO2 level: 70. 

Contact me or @VarshiniS98 with verified leads, please."
covid_delhi,2021-05-06 14:41:04,oxygen,UNKNOWN,NA,['8178877352'],['Delhi'],"@AlricFernandes7 @Sanya35828702 @SonuSood @TeamStudent_ @nss_sbsec @Suvasitajain @ThinkTinkAcad @indiacovidleads @Hemkunt_Fdn @FoundationRayan @ecellgu @COVResourcesIn ✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Delhi
Oxygen cylinders 
Name: Monu kumar
Phone: 8178877352
Location: Ballabhgarh
Last Verified @ 06/05/21, 6:54 PM
#Gurugram"
drunk_dusted,2021-05-06 14:40:48,oxygen,NEED,NA,['9711791600'],['Delhi'],"Urgently require #ICU in #Delhi 
Patient-Nirmala Singh
Age-79/F
Attendant-Ritesh Kumar - 9711791600
Address-Ghaziabad
Oxygen level-80
CT score - 16/25 
Please share #Verified leads 
#COVIDEmergencyIndia #COVIDIndiaSOS 
@COVIDNewsByMIB
@CovidIndiaSeva
@TeamSOSIndia
 #icubedsdelhi"
Aatish96793154,2021-05-06 14:40:33,oxygen,AVAILABLE,NA,['9212729760'],['Delhi'],"OXYGEN REFILLING AVAILABLE FROM 11 PM TO 3 AM 

    LOCATION :-H 304 g 8 new lahore shastri nagar Near masjid , Delhi
   CONTACT NO. :-  9212729760 
✅Verified at 5:20pm 6/05

#covidconquer #Delhi #OxygenRefilling
#GuEcell #Galgotiasuniversity #Covid19IndiaHelp"
khadar_gani,2021-05-06 14:40:07,oxygen,AVAILABLE,NA,"['9310586617', '8595948014', '9310080537']",['Delhi'],"@ashutosh995 @SonuSood @myogiadityanath @UPGovt @noidapolice @CeoNoida @ArvindKejriwal DELHI - ROHINI
ICU Beds available
Phone: 9310586617

DELHI - SHAHDARA#OxygenBeds Beds available
Phone: 8595948014

CWG Centre
Phone :9310080537#Delhi#Verified 9:20 5/5#CovidHelp#COVID19India 
#COVIDEmergency2021 
#BedsAvailability
Check it if available
#teamcovidwarriors"
CVDResourcesBot,2021-05-06 14:39:04,oxygen,AVAILABLE,NA,['7739761323'],['Delhi'],"For Delhi NCR-Oxygen cylinders, oxygen Concentrator, PPE kit beds all ICU equipment available 
Grades healthcare pvt. ltd. 
Contact: 7739761323
Service Available: 
Verified on:2nd may 11:18 pm

@rohini_sgh @DeependerSHooda @abhisar_sharma @sushant_says @PJkanojia @MukeshSharmaMLA"
mr_abhinix,2021-05-06 14:37:55,oxygen,AVAILABLE,NA,['9311351632'],['Delhi'],"Oxygen cylinder available delhi!!
Contact :- 9311351632(whatsapp only)
Address :-dwrka sector 1
92ltrs cylinder empty
Cod
Last verified:7.50pm, may 6
#DelhiCovid 
#DelhiNeedsOxygen 
#delhicovidhelp 
#OxygenCylinders 
#DelhiFightsCorona 
#CovidIndiaInfo 
#CovidHelpOnline"
CVDResourcesBot,2021-05-06 14:37:32,oxygen,AVAILABLE,NA,[],['Delhi'],"87927 39537 - Pristyn Care, Sector 40, Gurgaon. Beds with oxygen support can be made available if needed. (delhi-gurgaon)
#verified personally at 8:05 PM, 06/05
#coviddelhi #OxygenBeds #CovidIndia"
Abhishe85710311,2021-05-06 14:37:28,ICU Bed,AVAILABLE,NA,['9810906181'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI
Home ICU Setup Available

Name: Dr. Diaz
Phone: 9810906181 (Whatsapp only)
Location: New Delhi

Last Verified @ 06/05/21 5:40pm

#Covid19IndiaHelp #DelhiFightsCorona"
findthecolors,2021-05-06 14:37:05,plasma,AVAILABLE,NA,[],['Delhi'],"@IMrohitkapoor Please look here for people posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
