username,tweet_date,text,hashtags
vishkrish7,2021-05-06 14:26:10,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
pictures_of_u_,2021-05-06 14:26:08,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
Aviichaurasia,2021-05-06 14:26:00,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
jforyourthought,2021-05-06 14:24:44,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
prankya,2021-05-06 14:24:40,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
doptedsuperhero,2021-05-06 14:23:52,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
biryanipunani,2021-05-06 14:23:44,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
pootacase,2021-05-06 14:23:42,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
bonobonoahh,2021-05-06 14:23:23,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
Briyanionster,2021-05-06 14:23:05,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
fahxxm,2021-05-06 14:22:46,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
Ah_kaasu,2021-05-06 14:22:45,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
chutiyahuyaar,2021-05-06 14:22:38,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
randakarandaka,2021-05-06 14:22:00,‼️‼️ PLS DROP VERIFIED ICU BED/VENTILATOR LEADS IN CHENNAI‼️‼️,[]
findthecolors,2021-05-06 14:21:24,"@I_Pradeep_7 People might be posting here about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
shrenik0911,2021-05-06 14:20:56,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
Mini30676710,2021-05-06 14:18:35,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
KabilanNataraj5,2021-05-06 14:13:45,"In need of ventilator beds with oxygen supply anywhere in Chennai. Patient is in critical condition.
GH or Private, anything is fine.
If you know any leads, kindly help 🙏🏻
#Verified",[]
NageshSarise,2021-05-06 14:13:35,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
PulikantiGreesh,2021-05-06 14:13:22,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
CA_SanjayMittal,2021-05-06 14:12:48,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
Mahi0x00,2021-05-06 14:11:41,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
FabulousRaviRaj,2021-05-06 14:11:33,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
HelplinePunjab,2021-05-06 14:10:27,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
RetweetsMumbai,2021-05-06 14:10:20,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
SweetCookiesme,2021-05-06 14:09:45,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]"
Tamilankalyan,2021-05-06 14:09:43,Need a Oxygen Concentrator at Chennai Egmore immediately. Trusted and verified leads only,[]
Tamilankalyan,2021-05-06 14:09:11,"In need of ventilator beds with oxygen supply anywhere in Chennai. Patient is in critical condition.
GH or Private, anything is fine.
If you know any leads, kindly help 🙏🏻
#Verified",[]
RajeshAhujaa_,2021-05-06 14:08:24,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [9, 16]}, {'text': 'Bangalore', 'indices': [22, 32]}, {'text': 'Delhi', 'indices': [33, 39]}, {'text': 'DelhiNCR', 'indices': [40, 49]}, {'text': 'Chennai', 'indices': [50, 58]}, {'text': 'Mumbai', 'indices': [59, 66]}, {'text': 'Jaipur', 'indices': [67, 74]}, {'text': 'Chandigarh', 'indices': [75, 86]}, {'text': 'Pune', 'indices': [87, 92]}, {'text': 'Nagpur', 'indices': [93, 100]}, {'text': 'Ajmer', 'indices': [101, 107]}, {'text': 'Lucknow', 'indices': [108, 116]}, {'text': 'Jodhpur', 'indices': [117, 125]}, {'text': 'Mysore', 'indices': [126, 133]}, {'text': 'Vijayvada', 'indices': [134, 144]}, {'text': 'Vizag', 'indices': [145, 151]}]"
findthecolors,2021-05-06 14:06:23,"@sndrishya Some good people are posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
Justice78602373,2021-05-06 14:02:31,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
Nyay4SSR,2021-05-06 14:02:05,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
Karish_sabz,2021-05-06 14:01:54,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
AdityaKharband5,2021-05-06 14:00:57,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
dream100more,2021-05-06 14:00:00,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN",[]
dream100more,2021-05-06 13:59:56,"Hi, need ICU facility in Chennai for a COVID patient # verified , preferably near Kelambakkam and Changelpet..

@104_GoTN 
@ApurvaU21 
@nilotpalm3 

#BedsForTN","[{'text': 'BedsForTN', 'indices': [149, 159]}]"
findthecolors,2021-05-06 13:43:59,"@I_Pradeep_7 Please look here for people posting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
dezmathias,2021-05-06 13:41:27,"Verified on 6th May

#Chennai
#HospitalBeds

1) Call 8072287701 (Mr. Sai Muthu Kumar) and give them the details, they'll confirm a bed accordingly.

2) New life Hospital - 09840163528 (based on patient details)","[{'text': 'Chennai', 'indices': [39, 47]}, {'text': 'HospitalBeds', 'indices': [48, 61]}]"
ChillKarna,2021-05-06 13:28:45,"@pepsiwithastraw Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources",[]
Lokalwala3,2021-05-06 12:03:18,Our #volunteers have verified &amp; updated this list of #oxygensuppliers in #TamilNadu . Pls call dealer directly for more info #covidchennai #CovidHelp  #Chennai #COVID19India #ChennaiVolunteers #Oxygen #madurai #helpindiabreathe  #Coimbatore #Puducherry https://t.co/oPe17WWO9s,"[{'text': 'volunteers', 'indices': [22, 33]}, {'text': 'oxygensuppliers', 'indices': [75, 91]}, {'text': 'TamilNadu', 'indices': [95, 105]}]"
findthecolors,2021-05-06 11:59:50,"@snigdha127 People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
findthecolors,2021-05-06 11:59:05,"@savyuor Some good people are posting about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
findthecolors,2021-05-06 11:51:35,"@Karthik58963273 You can check here if people are posting about availability of ventilator in Chennai:

- https://t.co/p2AMfsze2a 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
its_meajithfan,2021-05-06 10:58:21,"[Mangalam hospital Poonamallee, Chennai has covid beds ONLY for pregnant woman. - in case if anyone needed this. Please amplify.
Phone number:+919769168721
Verified at 5:00PM on 05/05/2021]",[]
gurus257,2021-05-06 10:54:05,"I have 3 oxygen concentrators available for use, capable of producing 8 LPM oxygen at 94-95% purity.

Please share for better reach.

Phone: +91 7358 074 083
Email: arihantb2@gmail.com
Location: Ambattur, Chennai, TamilNadu

#OxygenConcentrator #Verified #chennaicovid #CovidHelp https://t.co/K7XtF8XPxi",[]
BhabarSeema,2021-05-06 10:37:17,"Verified on 6th May

#Chennai
#HospitalBeds

1) Call 8072287701 (Mr. Sai Muthu Kumar) and give them the details, they'll confirm a bed accordingly.

2) New life Hospital - 09840163528 (based on patient details)","[{'text': 'Chennai', 'indices': [39, 47]}, {'text': 'HospitalBeds', 'indices': [48, 61]}]"
ladkipagalhai,2021-05-06 10:36:46,"Verified on 6th May

#Chennai
#HospitalBeds

1) Call 8072287701 (Mr. Sai Muthu Kumar) and give them the details, they'll confirm a bed accordingly.

2) New life Hospital - 09840163528 (based on patient details)","[{'text': 'Chennai', 'indices': [39, 47]}, {'text': 'HospitalBeds', 'indices': [48, 61]}]"
celticc_cross,2021-05-06 10:25:42,"@AadityaN_28 @baekperalta @mooserbaer @Supermachans @elitecynic CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify",[]
findthecolors,2021-05-06 10:17:49,"@AshiyaShameer People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[]
aparnaT,2021-05-06 10:17:25,Need 3 beds in Chennai one with oxygen . Pl do share the process or any verified leads,[]
aparnaT,2021-05-06 10:16:41,@9gagtamizh Is this still verified lead ? In need of 2 beds in Chennai,[]
mooserbaer,2021-05-06 10:15:46,"@AadityaN_28 @baekperalta @mooserbaer @Supermachans @elitecynic CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify",[]
ladkipagalhai,2021-05-06 10:12:47,"@pepsiwithastraw Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources",[]
ladkipagalhai,2021-05-06 10:06:51,Our #volunteers have verified &amp; updated this list of #oxygensuppliers in #TamilNadu . Pls call dealer directly for more info #covidchennai #CovidHelp  #Chennai #COVID19India #ChennaiVolunteers #Oxygen #madurai #helpindiabreathe  #Coimbatore #Puducherry https://t.co/oPe17WWO9s,"[{'text': 'volunteers', 'indices': [22, 33]}, {'text': 'oxygensuppliers', 'indices': [75, 91]}, {'text': 'TamilNadu', 'indices': [95, 105]}]"
ladkipagalhai,2021-05-06 10:06:13,Our #volunteers have verified &amp; updated this list of #oxygensuppliers in #TamilNadu . Pls call dealer directly for more info  #covidchennai  #CovidHelp #Tamilnadu #Chennai  #COVID19India #ChennaiVolunteers #Oxygen #madurai #helpindiabreathe https://t.co/0Mq3kWsYj8,"[{'text': 'volunteers', 'indices': [22, 33]}, {'text': 'oxygensuppliers', 'indices': [75, 91]}, {'text': 'TamilNadu', 'indices': [95, 105]}]"
ladkipagalhai,2021-05-06 10:03:21,"CHENNAI 

Oxygen Cylinder will be available by tomorrow, 6th May. Currently unavailable. 

Contact: +91 99405 02572 
Call only on/after 6th May. 

Verified: 7pm, 5th May, 2021

RT &amp; Amplify",[]
