username,tweet_date,text,hashtags
jsp_vamsi,2021-05-06 14:51:10,"2 ICU Beds available at Gaman Hospital, Hyderabad 🏥

Patient's to take the covid report and Aadhar card before admitting who's spo2 is above or 85 👍🏻

NO VENTILATORS ❌

Contact : 9885471177 ☎

Personally verified at 12:25 PM 👍🏻

#COVID19India 
#Hyderabad 
#Covid19IndiaHelp",[]
NahataSanjeev,2021-05-06 14:51:03,"Meher Hospital, Medchal, Hyderabad at 8088917515. _ - 25 oxygen beds are available.--
 Verified 5.47pm now

@bhavnamahawar95 
@patelsoha18
@Divya_Hindu1 
@BHAKTRIOT1118
@Kanchan19873376 
@agor1312
@AT18__AT18
@daarktales 
@Doland_Baba
@FromSomalia21
@NahataSanjeev 
@RiyaCTalentDC",[]
vamsi0606,2021-05-06 14:50:51,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
dnshukla18,2021-05-06 14:50:27,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
sackofregrets,2021-05-06 14:50:08,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
vikasgupta923,2021-05-06 14:49:53,Oxygen Beds available in Hyderabad (Verified) https://t.co/HulSH1P0H7,[]
nawazqanungo,2021-05-06 14:49:28,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
chinns23aug,2021-05-06 14:48:19,"@yeshwanth_soma @Vivek_Investor @gvkreddi @vivbajaj @aditya_kondawar @dmuthuk Icu bed and rooms available at Virinchi hospital #Hyderabad 

Verified at 6 May https://t.co/dMKfhQej5d",[]
TheLycanKing_,2021-05-06 14:47:56,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6.10pm now
@ThappadKhaoge 
@harshasherni 
@thatcurlyfoodie 
@realMPSR 
@devilqueen_87 
@doorva207 
@Neh_hope_faith","[{'text': 'OxygenBeds', 'indices': [17, 28]}, {'text': 'Hyderabad', 'indices': [77, 87]}, {'text': 'ICUBed', 'indices': [88, 95]}]"
Neh_hope_faith,2021-05-06 14:47:35,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6.10pm now
@ThappadKhaoge 
@harshasherni 
@thatcurlyfoodie 
@realMPSR 
@devilqueen_87 
@doorva207 
@Neh_hope_faith","[{'text': 'OxygenBeds', 'indices': [17, 28]}, {'text': 'Hyderabad', 'indices': [77, 87]}, {'text': 'ICUBed', 'indices': [88, 95]}]"
saisrinu1122,2021-05-06 14:47:12,"Available - #OxygenBeds in #Hyderabad. 

6 Beds available in Kachiguda. 

Verified at 4:10 PM, today. 

#COVIDEmergencyIndia #Covid19IndiaHelp https://t.co/aF3mwN4eTq","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'COVIDEmergencyIndia', 'indices': [118, 138]}]"
sadigalisabzi,2021-05-06 14:47:11,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
iThatMatter,2021-05-06 14:45:35,"AVAILABLE oxygen Beds in Hyderabad 
Contact : Orange Hospital
9949466764
9948542103
Verified on 07:43pm
@SafronSuporters 
@TSHinduVahini 
@SonuSood 
@VK84015570 
@Sagar4BJP 
@NaveenNikz 
@ShivaSaffronic 
@umeshkalyan1 
@uppalaRaju3 
@ThilakPuligilla 
@cyberabadpolice 
@YaminiDiva",[]
yours_kalyan,2021-05-06 14:45:17,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [45, 55]}, {'text': 'BedsAvailability', 'indices': [103, 120]}, {'text': 'SOSHyd', 'indices': [121, 128]}]"
proudsanghii,2021-05-06 14:45:16,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6.10pm now
@ThappadKhaoge 
@harshasherni 
@thatcurlyfoodie 
@realMPSR 
@devilqueen_87 
@doorva207 
@Neh_hope_faith","[{'text': 'OxygenBeds', 'indices': [17, 28]}, {'text': 'Hyderabad', 'indices': [77, 87]}, {'text': 'ICUBed', 'indices': [88, 95]}]"
proudsanghii,2021-05-06 14:45:13,"Satyam Hospital, Attapur, Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  6.00pm now

@Kali03357193 
@Disham_90 
@ShuchiRecites 
@doubtfulLucifer 
@Anti__Congress 
@proudsanghii 
@Troll_Jivi 
@Losttt_Soul_ 
@simmi_ko 
@Jay001p",[]
amiyak11,2021-05-06 14:44:40,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
harshit__ca,2021-05-06 14:44:29,Oxygen Beds available in Hyderabad (Verified) https://t.co/HulSH1P0H7,[]
harshit__ca,2021-05-06 14:44:26,ICU and Oxygen Beds available in Hyderabad (verified) https://t.co/gTkO2ruQCc,[]
devilqueen_87,2021-05-06 14:43:36,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6.10pm now
@ThappadKhaoge 
@harshasherni 
@thatcurlyfoodie 
@realMPSR 
@devilqueen_87 
@doorva207 
@Neh_hope_faith","[{'text': 'OxygenBeds', 'indices': [17, 28]}, {'text': 'Hyderabad', 'indices': [77, 87]}, {'text': 'ICUBed', 'indices': [88, 95]}]"
Bhgwa2020,2021-05-06 14:43:29,"Meher Hospital, Medchal, Hyderabad at 8088917515. _ - 25 oxygen beds are available.--
 Verified 5.47pm now

@bhavnamahawar95 
@patelsoha18
@Divya_Hindu1 
@BHAKTRIOT1118
@Kanchan19873376 
@agor1312
@AT18__AT18
@daarktales 
@Doland_Baba
@FromSomalia21
@NahataSanjeev 
@RiyaCTalentDC",[]
Bhgwa2020,2021-05-06 14:43:27,"Satyam Hospital, Attapur, Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  6.00pm now

@Kali03357193 
@Disham_90 
@ShuchiRecites 
@doubtfulLucifer 
@Anti__Congress 
@proudsanghii 
@Troll_Jivi 
@Losttt_Soul_ 
@simmi_ko 
@Jay001p",[]
Bhgwa2020,2021-05-06 14:43:23,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6.10pm now
@ThappadKhaoge 
@harshasherni 
@thatcurlyfoodie 
@realMPSR 
@devilqueen_87 
@doorva207 
@Neh_hope_faith","[{'text': 'OxygenBeds', 'indices': [2, 13]}, {'text': 'Hyderabad', 'indices': [62, 72]}, {'text': 'ICUBed', 'indices': [73, 80]}]"
iThatMatter,2021-05-06 14:43:17,"Oxygen beds available in Pavithra Hospital Bowenpally.
Verified@ 8.00pm
#CovidSOS #BedsAvailability #Hyderabad","[{'text': 'CovidSOS', 'indices': [93, 102]}, {'text': 'BedsAvailability', 'indices': [103, 120]}, {'text': 'Hyderabad', 'indices': [121, 131]}]"
BabupspkFan,2021-05-06 14:42:49,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
covidaidaccess,2021-05-06 14:42:39,Oxygen Beds available in Hyderabad (Verified) https://t.co/HulSH1P0H7,[]
thtswatsreysaid,2021-05-06 14:42:33,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
ang26x,2021-05-06 14:42:01,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
covidaidaccess,2021-05-06 14:41:57,ICU and Oxygen Beds available in Hyderabad (verified) https://t.co/gTkO2ruQCc,[]
bathhbomb,2021-05-06 14:41:17,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
chaubeydharmesh,2021-05-06 14:40:56,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
CVDResourcesBot,2021-05-06 14:40:36,"@Only_Nifty And check this for beds

Citi Neuro Centre, Hyderabad 
 
9160019364

73 Beds available 
ICU - 8/Ventilator, 5 /non-ventilator 
oxygen - 30 beds 
normal - 30 beds 

Wellness Hospital, Ameerpet
phone number : 8519993543

4 beds available 
verified by @BackupBae",[]
tweet2madhavi,2021-05-06 14:40:31,"@Only_Nifty And check this for beds

Citi Neuro Centre, Hyderabad 
 
9160019364

73 Beds available 
ICU - 8/Ventilator, 5 /non-ventilator 
oxygen - 30 beds 
normal - 30 beds 

Wellness Hospital, Ameerpet
phone number : 8519993543

4 beds available 
verified by @BackupBae",[]
ak_p53,2021-05-06 14:39:12,"#Verified

Emergency Plasma Requirement:
Patient name: Saraswathi
Blood Group:O+ve plasma 
Hospital Name: Srikara Hospital , Madinaguda,Hyderabad
Contact number: +91 99894 52412 Amar 

Please give Plasma and Save Life","[{'text': 'Verified', 'indices': [21, 30]}]"
thisissarath007,2021-05-06 14:39:11,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
DarlingVenkat_,2021-05-06 14:39:04,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
NithinK92304301,2021-05-06 14:37:02,"Contact no - 9177972837 
8 OXYGEN BEDS AVAILABLE IN HYDERABAD 

Again Verified 6th may ⚡⚡⚡
 
#Hyderabad","[{'text': 'Hyderabad', 'indices': [109, 119]}]"
ydeepamar,2021-05-06 14:36:57,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
NithinK92304301,2021-05-06 14:36:57,"Contact no - 9177972837 
8 OXYGEN BEDS AVAILABLE IN HYDERABAD 

 Verified  ⚡
 
#Hyderabad","[{'text': 'Hyderabad', 'indices': [100, 110]}]"
ayansh1747,2021-05-06 14:36:54,"#Verified

Emergency Plasma Requirement:
Patient name: Saraswathi
Blood Group:O+ve plasma 
Hospital Name: Srikara Hospital , Madinaguda,Hyderabad
Contact number: +91 99894 52412 Amar 

Please give Plasma and Save Life","[{'text': 'Verified', 'indices': [21, 30]}]"
thakarps,2021-05-06 14:36:29,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
CVDResourcesBot,2021-05-06 14:35:54,"2 ICU Beds available at Gaman Hospital, Hyderabad 🏥

Patient's to take the covid report and Aadhar card before admitting who's spo2 is above or 85 👍🏻

NO VENTILATORS ❌

Contact : 9885471177 ☎

Personally verified at 12:25 PM 👍🏻

#COVID19India 
#Hyderabad 
#Covid19IndiaHelp",[]
purumyuvaraj,2021-05-06 14:35:49,"2 ICU Beds available at Gaman Hospital, Hyderabad 🏥

Patient's to take the covid report and Aadhar card before admitting who's spo2 is above or 85 👍🏻

NO VENTILATORS ❌

Contact : 9885471177 ☎

Personally verified at 12:25 PM 👍🏻

#COVID19India 
#Hyderabad 
#Covid19IndiaHelp",[]
voduvanimuchata,2021-05-06 14:35:21,"#Verified

Emergency Plasma Requirement:
Patient name: Saraswathi
Blood Group:O+ve plasma 
Hospital Name: Srikara Hospital , Madinaguda,Hyderabad
Contact number: +91 99894 52412 Amar 

Please give Plasma and Save Life","[{'text': 'Verified', 'indices': [0, 9]}]"
rkru_r,2021-05-06 14:35:10,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
BunnyRaju7567,2021-05-06 14:34:59,"Contact no - 9177972837 
8 OXYGEN BEDS AVAILABLE IN HYDERABAD 

 Verified  ⚡
 
#Hyderabad","[{'text': 'Hyderabad', 'indices': [100, 110]}]"
anothernanya,2021-05-06 14:33:41,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
CVDResourcesBot,2021-05-06 14:33:23,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
VineetT15164553,2021-05-06 14:33:18,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
vdhiman_89,2021-05-06 14:32:58,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
CVDResourcesBot,2021-05-06 14:32:20,"Oxygen beds available in Pavithra Hospital Bowenpally.
Verified@ 8.00pm
#CovidSOS #BedsAvailability #Hyderabad","[{'text': 'CovidSOS', 'indices': [93, 102]}, {'text': 'BedsAvailability', 'indices': [103, 120]}, {'text': 'Hyderabad', 'indices': [121, 131]}]"
keerthi31950753,2021-05-06 14:32:15,"Oxygen beds available in Pavithra Hospital Bowenpally.
Verified@ 8.00pm
#CovidSOS #BedsAvailability #Hyderabad","[{'text': 'CovidSOS', 'indices': [72, 81]}, {'text': 'BedsAvailability', 'indices': [82, 99]}, {'text': 'Hyderabad', 'indices': [100, 110]}]"
profSayz,2021-05-06 14:31:54,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
adityannaik,2021-05-06 14:31:12,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
BunnyRaju7567,2021-05-06 14:31:05,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [45, 55]}, {'text': 'BedsAvailability', 'indices': [103, 120]}, {'text': 'SOSHyd', 'indices': [121, 128]}]"
3Shadesblu,2021-05-06 14:30:27,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
pamposh_herPoet,2021-05-06 14:29:46,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
cloudsofpompei,2021-05-06 14:29:16,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
damnittatha,2021-05-06 14:28:45,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
udaibir,2021-05-06 14:28:05,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
ohhmmm0,2021-05-06 14:27:42,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
jampani_vamsi,2021-05-06 14:27:04,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
nitin124,2021-05-06 14:26:42,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
ntmyaa,2021-05-06 14:26:09,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
anapatni,2021-05-06 14:26:09,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
ShephaliBhatt,2021-05-06 14:25:57,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
kuro_yakshaa,2021-05-06 14:25:34,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
Ana_Patni,2021-05-06 14:25:34,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
pictures_of_u_,2021-05-06 14:24:43,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
BeingAabdi,2021-05-06 14:24:41,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
kuddupu,2021-05-06 14:24:40,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
rangermax2002,2021-05-06 14:24:12,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
ajay_chikkala,2021-05-06 14:23:22,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
HopelesslyLost_,2021-05-06 14:23:11,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
Mohamme66157267,2021-05-06 14:22:40,"Leaf hospital in Borabanda #Hyderabad has oxygen beds 7013160090
Verified at 6.05pm

#BedsAvailability #SOSHyd #TelanganaFightsCovid19 #COVID19","[{'text': 'Hyderabad', 'indices': [47, 57]}, {'text': 'BedsAvailability', 'indices': [105, 122]}, {'text': 'SOSHyd', 'indices': [123, 130]}]"
BeingChatterjee,2021-05-06 14:22:28,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
Jagadish_reddy9,2021-05-06 14:22:20,"AVAILABLE oxygen Beds in Hyderabad 
Contact : Orange Hospital
9949466764
9948542103
Verified on 07:43pm
@SafronSuporters 
@TSHinduVahini 
@SonuSood 
@VK84015570 
@Sagar4BJP 
@NaveenNikz 
@ShivaSaffronic 
@umeshkalyan1 
@uppalaRaju3 
@ThilakPuligilla 
@cyberabadpolice 
@YaminiDiva",[]
ThisHungryPanda,2021-05-06 14:21:57,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
umangklra,2021-05-06 14:21:19,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
mrinalrajaram85,2021-05-06 14:21:18,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
mukta_jo,2021-05-06 14:21:16,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
anj_oh,2021-05-06 14:21:15,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
Nainonmeinbadra,2021-05-06 14:20:52,Friend needs 10 L oxygen concentrator for her father in Hyderabad. Any verified leads?,[]
