username,text,hashtags
nare700,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
nare700,"Available - One #ICU bed at Avasa hospitals, #Manikonda, #Hyderabad. 

Contact: 7036696332

Verified at 12:30 PM. https://t.co/ly392th41j","[{'text': 'ICU', 'indices': [30, 34]}, {'text': 'Manikonda', 'indices': [59, 69]}, {'text': 'Hyderabad', 'indices': [71, 81]}]"
Hyderabadbot,"8374325678 #Oxygen beds available in #Hyderabad.
#ICU beds not available as of now
#Verified at 4:27 p.m. 04/05

DM @Rakesh1752 for more help

Only contact details are verified

#HospitalBeds #CovidHelp #ICUBeds #Beds #APFightsCorona #CovidResources #BedsAvailable","[{'text': 'Oxygen', 'indices': [27, 34]}, {'text': 'Hyderabad', 'indices': [53, 63]}, {'text': 'ICU', 'indices': [65, 69]}, {'text': 'Verified', 'indices': [99, 108]}]"
DN98390534,"8374325678 #Oxygen beds available in #Hyderabad.
#ICU beds not available as of now
#Verified at 4:27 p.m. 04/05

DM @Rakesh1752 for more help

Only contact details are verified

#HospitalBeds #CovidHelp #ICUBeds #Beds #APFightsCorona #CovidResources #BedsAvailable","[{'text': 'Oxygen', 'indices': [27, 34]}, {'text': 'Hyderabad', 'indices': [53, 63]}, {'text': 'ICU', 'indices': [65, 69]}, {'text': 'Verified', 'indices': [99, 108]}]"
CVDResourcesBot,"18 Oxygen Beds, 4 Bipap Beds &amp; 2 Ventilator Beds available at BHEL 🏥 

They're admitting people who's spo2 is above 87 👍🏻

Patient's will be given Ventilator after checking the condition.

kindly DM @deepaksomisetty for the help 🙏🏻

#COVID19India #Hyderabad 

#Verified 😷",[]
nare700,"18 Oxygen Beds, 4 Bipap Beds &amp; 2 Ventilator Beds available at BHEL 🏥 

They're admitting people who's spo2 is above 87 👍🏻

Patient's will be given Ventilator after checking the condition.

kindly DM @deepaksomisetty for the help 🙏🏻

#COVID19India #Hyderabad 

#Verified 😷",[]
indian_insan,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
indradevi1911,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
irfankhan_027,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
Divyanshsoni,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
quantum_phy,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
CVDResourcesBot,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
MahaboobMsc,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
Hyderabadbot,"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09 by @its_Mr_Sandeep
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'BORBANDA', 'indices': [76, 85]}]"
Hyderabadbot,"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09 by @its_Mr_Sandeep
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'BORBANDA', 'indices': [76, 85]}]"
CVDResourcesBot,"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09 by @its_Mr_Sandeep
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'BORBANDA', 'indices': [76, 85]}]"
ImranPa87167076,"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09 by @its_Mr_Sandeep
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'BORBANDA', 'indices': [76, 85]}]"
CVDResourcesBot,"8374325678 #Oxygen beds available in #Hyderabad.
#ICU beds not available as of now
#Verified at 4:27 p.m. 04/05

DM @Rakesh1752 for more help

Only contact details are verified

#HospitalBeds #CovidHelp #ICUBeds #Beds #APFightsCorona #CovidResources #BedsAvailable","[{'text': 'Oxygen', 'indices': [27, 34]}, {'text': 'Hyderabad', 'indices': [53, 63]}, {'text': 'ICU', 'indices': [65, 69]}, {'text': 'Verified', 'indices': [99, 108]}]"
8hMahe8h,"8374325678 #Oxygen beds available in #Hyderabad.
#ICU beds not available as of now
#Verified at 4:27 p.m. 04/05

DM @Rakesh1752 for more help

Only contact details are verified

#HospitalBeds #CovidHelp #ICUBeds #Beds #APFightsCorona #CovidResources #BedsAvailable","[{'text': 'Oxygen', 'indices': [27, 34]}, {'text': 'Hyderabad', 'indices': [53, 63]}, {'text': 'ICU', 'indices': [65, 69]}, {'text': 'Verified', 'indices': [99, 108]}]"
8hMahe8h,"Safe Hospital, Attapur Hyderabad
+917893850658

Oxygen and ICU beds available

Verified 4th May, 7:20pm (forwarded lead)

#Hyderabad #BedsAvailable #Oxygen #CovidSOS #Verified",[]
GandhiAyesha,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
SekhaIshak,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
ZubairSulaimani,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
plasmabot2,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
TheSGaikwad,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
Prasad_HJN,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
AnkurMalviya6,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
MusaddiquieHusa,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
cinema_maneci,"Friends if you know of any verified leads for oxygen suppliers in Hyderabad please share the contact numbers. ONLY verify leads leads. Thank you 🙏🏻 
#OxygenCylinders #CovidHelpHyderabad",[]
Anishaganguly,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
shaikesub5,"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#Covid19",[]
CVDResourcesBot,"15 #ICUBeds are available at Thatha hospital, ECIL, #Hyderabad 
(Without ventilator) 

Contact: 04027141147

Verified at 7:43 PM. 

#Hyderabad #Telangana 
@RRRMovie @GeethaArts","[{'text': 'ICUBeds', 'indices': [23, 31]}, {'text': 'Hyderabad', 'indices': [72, 82]}]"
nipun_chowdary,"15 #ICUBeds are available at Thatha hospital, ECIL, #Hyderabad 
(Without ventilator) 

Contact: 04027141147

Verified at 7:43 PM. 

#Hyderabad #Telangana 
@RRRMovie @GeethaArts","[{'text': 'ICUBeds', 'indices': [23, 31]}, {'text': 'Hyderabad', 'indices': [72, 82]}]"
Prabhu_DS,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
Hyderabadbot,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [21, 30]}, {'text': 'Plasma', 'indices': [31, 38]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
VishveshKardani,"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor","[{'text': 'Verified', 'indices': [0, 9]}, {'text': 'Plasma', 'indices': [10, 17]}, {'text': 'Hyderabad', 'indices': [18, 28]}, {'text': 'CovidHelp', 'indices': [164, 174]}, {'text': 'COVIDEmergency', 'indices': [175, 190]}, {'text': 'Covid19IndiaHelp', 'indices': [191, 208]}, {'text': 'CovidResources', 'indices': [210, 225]}, {'text': 'CovidSOS', 'indices': [226, 235]}, {'text': 'Plasmahyderabad', 'indices': [236, 252]}, {'text': 'Plasma4Covid', 'indices': [253, 266]}, {'text': 'PlasmaDonor', 'indices': [267, 279]}]"
Pradeep_sp92fan,"Kakatiya Hospital, Uppal
9381370144

Oxygen and regular beds available
Not taking critical patients

*Verified 4th May, 11:26Pm*

May full up fast. Please check.

#Hyderabad #hyderabadcovid #hyderabadcovidhelp",[]
bokkisamkishore,"@Raviraj48249975 @SonuSood VENTILATOR BED #Hyderabad 

Contact : 9502344633
He will try to provide ventilator bed

Details to provide : 
Name of Patient, 
spO2 level and location.

Verified as of 1:57 AM, 04/05/2021","[{'text': 'Hyderabad', 'indices': [42, 52]}]"
VardhanK0412,"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#Covid19",[]
ManojMehtamm,"10 oxygen/ICU beds Available NO Ventilator beds in #Telangana #Hyderabad.

Contact : +91 96665 55296

Self #Verified 04/05/2021 (10mins ago)","[{'text': 'Telangana', 'indices': [71, 81]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'Verified', 'indices': [127, 136]}]"
khansalmanur,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
Shafeeq26699955,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
AliaBhattStan,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
CVDResourcesBot,"Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021
#Covid19Hyderabad
@MythriOfficial
@RRRMovie
@SVC_official",[]
GPratapN,"Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021
#Covid19Hyderabad
@MythriOfficial
@RRRMovie
@SVC_official",[]
AnilTpyc,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
SaurabhTurakhia,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
revathitweets,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
Unique0006,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
aamirkhan2795,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
MBeemisetty,"Verified✅

Help in #Plasma/#BloodDonars available. Done as many as 90+ donations in #Hyderabad! 

Contact: 
Riyaz Rahmathpura -(9177991692)
Verified at 8:44PM, 04/05/21.

@RRRMovie @MythriOfficial @SureshProdns @taapsee 
#COVIDEmergencyIndia #Covid19IndiaHelp #BloodMatters","[{'text': 'Plasma', 'indices': [40, 47]}, {'text': 'BloodDonars', 'indices': [48, 60]}, {'text': 'Hyderabad', 'indices': [105, 115]}]"
shivani27070188,"Tip for finding leads: 
In search box type requirement (eg:oxygen,bed,ventilator or plasma) then type the city or area u r looking in ( eg: Hyderabad ) to be sure type verified. search 
You'll find all leads with keywords u've put
Instead of waiting for leads,search
#CovidHelp",[]
SornaJaman,"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#Covid19",[]
CVDResourcesBot,"#VERIFIED✅: Last Verified @ 04/05/21, 08:45 AM
#OxygenBeds  and #ICUBeds available #HYDERABAD.

Contact details +91-8519993543
Only taking patients at oxygen level of 85 or above.","[{'text': 'VERIFIED', 'indices': [17, 26]}, {'text': 'OxygenBeds', 'indices': [64, 75]}, {'text': 'ICUBeds', 'indices': [81, 89]}, {'text': 'HYDERABAD', 'indices': [100, 110]}]"
Deepesh47325527,"#VERIFIED✅: Last Verified @ 04/05/21, 08:45 AM
#OxygenBeds  and #ICUBeds available #HYDERABAD.

Contact details +91-8519993543
Only taking patients at oxygen level of 85 or above.","[{'text': 'VERIFIED', 'indices': [17, 26]}, {'text': 'OxygenBeds', 'indices': [64, 75]}, {'text': 'ICUBeds', 'indices': [81, 89]}, {'text': 'HYDERABAD', 'indices': [100, 110]}]"
razaAhmed99,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
ranros2020,"Kakatiya Hospital, Uppal
9381370144

Oxygen and regular beds available
Not taking critical patients

*Verified 4th May, 11:26Pm*

May full up fast. Please check.

#Hyderabad #hyderabadcovid #hyderabadcovidhelp",[]
CVDResourcesBot,"Kakatiya Hospital, Uppal
9381370144

Oxygen and regular beds available
Not taking critical patients

*Verified 4th May, 11:26Pm*

May full up fast. Please check.

#Hyderabad #hyderabadcovid #hyderabadcovidhelp",[]
satishmailagani,"Kakatiya Hospital, Uppal
9381370144

Oxygen and regular beds available
Not taking critical patients

*Verified 4th May, 11:26Pm*

May full up fast. Please check.

#Hyderabad #hyderabadcovid #hyderabadcovidhelp",[]
syedshussain89,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
pluviophilex__,"VENTILATOR BED #Hyderabad 

Contact : 9502344633
He will try to provide ventilator bed

Details to provide : 
Name of Patient, 
spO2 level and location.

Verified as of 1:57 AM, 04/05/2021","[{'text': 'Hyderabad', 'indices': [15, 25]}]"
Ca_Cinemas,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/mqWnnLyRvE

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet",[]
Vizagpowerstar,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/mqWnnLyRvE

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet",[]
KAPILIANPoonamK,"Safe Hospital, Attapur Hyderabad
+917893850658

Oxygen and ICU beds available

Verified 4th May, 7:20pm (forwarded lead)

#Hyderabad #BedsAvailable #Oxygen #CovidSOS #Verified",[]
KAPILIANPoonamK,"🚨#hyderabad🚨
AN beach hospital 
Oxygen beds available

Aditya multicare
Oxygen &amp; General beds available

Sri Venkateswara hospital
Oxygen &amp; General beds available

GVP madhurwada-
General beds available
#Verified 4th May
#COVIDEmergency2021
#CovidHelp","[{'text': 'hyderabad', 'indices': [16, 26]}]"
Madhuri330,"🚨#hyderabad🚨
Sri multi speciality 
Chaitanya puri
9182640071
Two icu beds available 
#Verified

Safe Hospital, Attapur 
+917893850658

Oxygen and ICU beds available

*Verified 4th May, 9.20*

#resource #hyderabad #oxygenbed
#COVIDEmergencyIndia #CovidHelp","[{'text': 'hyderabad', 'indices': [16, 26]}, {'text': 'Verified', 'indices': [100, 109]}]"
KAPILIANPoonamK,"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#Covid19",[]
getsailaja,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
K9PoonamTrends,"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#Covid19",[]
K9PoonamTrends,"🚨#hyderabad🚨
AN beach hospital 
Oxygen beds available

Aditya multicare
Oxygen &amp; General beds available

Sri Venkateswara hospital
Oxygen &amp; General beds available

GVP madhurwada-
General beds available
#Verified 4th May
#COVIDEmergency2021
#CovidHelp","[{'text': 'hyderabad', 'indices': [16, 26]}]"
Hyderabadbot,"Safe Hospital, Attapur Hyderabad
+917893850658

Oxygen and ICU beds available

Verified 4th May, 7:20pm (forwarded lead)

#Hyderabad #BedsAvailable #Oxygen #CovidSOS #Verified",[]
K9PoonamTrends,"Safe Hospital, Attapur Hyderabad
+917893850658

Oxygen and ICU beds available

Verified 4th May, 7:20pm (forwarded lead)

#Hyderabad #BedsAvailable #Oxygen #CovidSOS #Verified",[]
ul_prasanthi,"#Oxygenbeds available here in Hyderabad 
Contact : 6304828547
#Verified by my team at 4:20pm, 4th may.
#Oxygen #COVIDSecondWave #CovidHelpHyderabad
#hyderabadcovidhelp
#OxygenCrisis","[{'text': 'Oxygenbeds', 'indices': [15, 26]}, {'text': 'Verified', 'indices': [77, 86]}, {'text': 'Oxygen', 'indices': [118, 125]}]"
I_aym_Saad,"#OxygenRefilling available in #Hyderabad

Oxygen refilling is available at Miyapur side, Hyderabad.
Contact: +91 80196 08670

Verified by: @kparveen2005","[{'text': 'OxygenRefilling', 'indices': [21, 37]}, {'text': 'Hyderabad', 'indices': [51, 61]}]"
I_aym_Saad,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
srikant83725567,"Oxygen Cylinders Available in Hyderabad 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified at 03:40 PM ✔

#Covid19IndiaHelp  
#CovidHelpHyderabad",[]
haritha_j17,"#OxygenRefilling available in #Hyderabad

Oxygen refilling is available at Miyapur side, Hyderabad.
Contact: +91 80196 08670

Verified by: 
#hyderabadcovid","[{'text': 'OxygenRefilling', 'indices': [21, 37]}, {'text': 'Hyderabad', 'indices': [51, 61]}]"
SrinuThePrince,"2 ICU Beds available at Gaman Hospital, Hyderabad 🏥

Patient's to take the covid report and Aadhar card before admitting.

Contact : 9885471177 ☎

Perosnally verified at 03:22 PM 👍🏻

#COVID19India 
#Hyderabad 
#Covid19IndiaHelp",[]
KAPILIANPoonamK,"Hyderabad People, Oxygen Cylinders Available 
Contact Pramod : 9700238886
He got new stock of oxygen cylinders at RTC X Roads, Hyderabad ..... Verified me
@SafronSuporters
@TSHinduVahini 
@SonuSood
@ThilakPuligilla 
@NikzBJYM 
@VK84015570 
@ShivaSaffronic 
@Sagar4BJP",[]
Merajhasan03,"Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*",[]
_WaseemAkram_,"Pramod oxygen suppliers has availability of oxygen cylinders. 
+91 97002 38886
Any one who is in urgent requirement can contact him. Along with all patient details.
Verified at 7:11 PM, April 29
#SOSSIO #Hyderabad",[]
