username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
ADhankwala,2021-05-05 11:49:33,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","#Thane #Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 by Nihar

#ICLUVerifies"
HealthCheck_in,2021-05-05 09:45:01,oxygen,UNKNOWN,NA,[],['Thane'],"@FactCheckIndia's SOSIndia4U also verified #COVIDIndiaHelp info on hospital beds, oxygen, meds, plasma &amp; more from smaller cities like Palghar, Thane, Faridabad, Raipur and others, plus big cities. Go to https://t.co/QtaoUILbas for the easy-to-use &amp; install app

#COVIDEmergency"
IndiaSpend,2021-05-05 09:45:01,oxygen,UNKNOWN,NA,[],['Thane'],"@FactCheckIndia's SOSIndia4U also verified #COVIDIndiaHelp info on hospital beds, oxygen, meds, plasma &amp; more from smaller cities like Palghar, Thane, Faridabad, Raipur and others, plus big cities. Go to https://t.co/fyErPgOimV for the easy-to-use &amp; install app

#COVIDEmergency"
Manali0203,2021-05-05 09:10:45,oxygen,AVAILABLE,NA,['919769842024'],"['Mumbai', 'Thane']","Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#Mumbai #Thane"
KAPILIANPoonamK,2021-05-05 09:02:43,oxygen,AVAILABLE,NA,['919769842024'],"['Mumbai', 'Thane']","Oxygen and ICU Beds Available in #Thane #Mumbai
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidNC #CovidResource"
StarInvisible4,2021-05-05 06:06:22,oxygen,AVAILABLE,NA,['9769842024'],"['Mumbai', 'Thane']","Oxygen Beds and Ventilators Available in Thane
Maharashtra

Rohini Hospital, Thane West

Availability: 
6 Oxygen Beds
2 ICU
2 Ventilators
1 Normal Bed

Contact: 9769842024
Verified 02/05, 5:49pm

Mumbai Thane
ICU
VentilatorBed
CovidResources 
COVID19India 
CovidIndia
#Thane"
CVDResourcesBot,2021-05-05 05:36:44,oxygen,AVAILABLE,NA,['919769842024'],['Thane'],"Oxygen and ICU Beds Available in Thane

Name: Rohini Hospital
Area: Thane West
Availability: 8 Oxygen Beds and 4 ICU beds with BiPAP ventilator support
Contact: +919769842024

Verified by us on 5th May, 2021 at 11:00 AM

#CovidResources #CovidHelp #OxygenBeds #ICUBeds"
IkshikaG,2021-05-05 03:19:30,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","# Thane #Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 

#CovidSOS #CovidIndiaInfo #CovidResources #CovidHelp"
RetweetsMumbai,2021-05-04 17:34:08,oxygen,AVAILABLE,NA,['9769842024'],"['Mumbai', 'Bombay', 'Thane']","✅ Verified
#Mumbai(Bombay) #HospitalBeds
Rohini Hospital, Thane West | Oxygen Beds and Ventilators Available in Thane  Maharashtra
Availability: 6 Oxygen Beds2 ICU2 Ventilators1 Normal BedContact: 9769842024Veri...
👉 https://t.co/dBdHD3SQuL"
RetweetsMumbai,2021-05-04 16:11:43,oxygen,AVAILABLE,NA,['9769842024'],"['Mumbai', 'Thane']","Oxygen Beds and Ventilators Available in Thane
Maharashtra

Rohini Hospital, Thane West

Availability: 
6 Oxygen Beds
2 ICU
2 Ventilators
1 Normal Bed

Contact: 9769842024
Verified 02/05, 5:49pm

#Mumbai #Thane
#ICU
#VentilatorBed
#CovidResources 
#COVID19India 
#CovidIndia"
Sunipa0,2021-05-04 15:41:59,other,AVAILABLE,NA,[],['Thane'],"#ThaneHelpLine : #Ventilators Beds Leads.
#Thane People cn check for the availability of beds online if they are in an emergency.
#Thane save this and check. Pls amplify.

https://t.co/HggDHa8TU4 

#Verified : 25th April'21
#Thane #SOSThane #SOSCovid"
RohanKohli_,2021-05-04 15:40:50,oxygen,AVAILABLE,NA,['9320038779'],['Thane'],"Bhiwandi, Thane, Maharashtra
ICU Beds with oxygen Available (without Ventilator)

Name: Imran Ansari
Phone: 9320038779
Location: Royal Multi-speciality Hospital
Verified at 6:51pm , 4th May
#COVIDEmergencyIndia #COVIDEmergency2021 #ICUBedwithOxygen #Thane #Maharashtra"
RetweetsMumbai,2021-05-04 14:27:38,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","#Thane #Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 by Nihar

#COVIDRELIEF
#verified 7:40pm 4th may
#IndiaFightsCorona

https://t.co/IN4pDMU2mf

https://t.co/A1o1ham1c4"
FactCheckIndia,2021-05-04 13:37:42,oxygen,UNKNOWN,NA,[],['Thane'],"... 7. Verified oxygen cylinder suppliers in Thane added to SOSIndia4U. Right now they have only a few left in stock
8. Oxygen cylinder suppliers and sellers in Bhopal to get stock tomorrow."
RetweetsMumbai,2021-05-04 13:36:16,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","# Thane #Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Kindly make sure you do not do any kind of advance payment.

Verified at 6:50 pm on 3.5.2021 by Nihar"
jhalla_wallah,2021-05-04 13:32:37,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","# Thane #Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 by Nihar

#ICLUVerifies"
MaskHaiJaruri,2021-05-04 13:07:21,oxygen,UNKNOWN,NA,[],['Thane'],"Latest update: Verified oxygen cylinder suppliers in Thane added to SOSIndia4U. Right now they have only a few left in stock

For their verified contact numbers go to https://t.co/KqzANfBto8

#COVIDEmergency #COVID19 #COVIDEmergencyIndia #COVIDEmergency2021 https://t.co/aCmDSXKaTr"
VHelpSolutions,2021-05-04 10:00:36,oxygen,AVAILABLE,NA,['91 9821070775'],"['Mumbai', 'Thane']","Oxygen cylinders available in Ghatkopar,Thane.
Mob #: +91 9821070775
 #oxygencylinders
#Mumbai 
#COVID19 
#OxygenEmergency 
#Verified"
shivam15517721,2021-05-04 01:53:41,oxygen,AVAILABLE,NA,['9769842024'],['Thane'],"THANE

8 Oxygen Beds and 2 Ventilator beds Available in Thane

Contact: 9769842024
Area: Rohini Hospital, Thane West

Verified just now

#COVID19India"
