username,text,hashtags
Abhiman90958276,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
vijaysrikant,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
Nikhil12_7,"Verified case:

Hi all. My father in law needs plasma URGENTLY in Hyderabad. Please HELP. Please RETWEET. Contact details given below.

@KirtanShahCFP @aditya_kondawar
@VidyaG88 @abhymurarka @dmuthuk
@Vivek_Investor @money_theory @suru27 @caswapnilkabra @Dinesh_Sairam https://t.co/ROZrRxwQy2",[]
GlanEeshafan,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Yashwanth_43,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
sameershaiksr,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
ImSivaPrasad_,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
raghu_veer__,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
paandurangaraju,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
shanmuk670853,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
iamsujeeth,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
rfahyd,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
gtrinadh421,"#OxygenBeds and #Ventilator beds are available in #Hyderabad 
Contact : Supraja hospitals, 9182327901

Verified at 10:32 pm, April 29th","[{'text': 'OxygenBeds', 'indices': [18, 29]}, {'text': 'Ventilator', 'indices': [34, 45]}, {'text': 'Hyderabad', 'indices': [68, 78]}]"
shiva1k94,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
LazyBug_D,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
NEELE5H,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
ehhdengey,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
shubhamg18,"Verified case:

Hi all. My father in law needs plasma URGENTLY in Hyderabad. Please HELP. Please RETWEET. Contact details given below.

@KirtanShahCFP @aditya_kondawar
@VidyaG88 @abhymurarka @dmuthuk
@Vivek_Investor @money_theory @suru27 @caswapnilkabra @Dinesh_Sairam https://t.co/ROZrRxwQy2",[]
viratsuperfan18,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
beerakaysuttam,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
_urstrulymanni,"@fais5s @beds_covid 2 (non oxygen) beds available in at save hospital, #Hyderabad
Contact : 98100582795
Verified at 8:30pm, April 30th.","[{'text': 'Hyderabad', 'indices': [92, 102]}]"
_urstrulymanni,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
nsptsaiphanitej,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
Hemadrieddala,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
imgrv9119,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
AadfKarthik,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
SinjithYerramil,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
ASatish44245241,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
JayaSr1kar,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad",[]
SumanaSiliguri,"If you have any verified leads for oxygen concentrators in Hyderabad, please contact @queersprings asap. https://t.co/7aSMnrntOW",[]
konkona_fanpage,"VERIFIED | OXYGEN BEDs | HYDERABAD

Legend Hospital, Vanasthallipuram: 8374325678

Last Verified: 1.21 PM, 30-04-2021",[]
itskantri,"HYDERABAD OXYGEN BEDS AVAILABLE

Vitality Hospital Vivekananda Colony, Kukatpally.
Contact: +91 40 4917 0134

Verified at 12.10 am.

#CovidHelp #Hyderabad","[{'text': 'CovidHelp', 'indices': [133, 143]}, {'text': 'Hyderabad', 'indices': [144, 154]}]"
bokkisamkishore,"@fais5s @beds_covid 2 (non oxygen) beds available in at save hospital, #Hyderabad
Contact : 98100582795
Verified at 8:30pm, April 30th.","[{'text': 'Hyderabad', 'indices': [71, 81]}]"
viratbhaktudni,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
yashutweetz,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
kohlifanralucha,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
kingufanikkada,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
ravi_sadanala,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
bokkisamkishore,"@fais5s @beds_covid 4 beds available for patients SPO2 above 92 (oxygen support only) 

At NOVA ENT hyd
6-3-652-2, Punjagutta Road,Nova ENT Complex,Near Erramanjil Metro Station, Raj Bhavan Quarters Colony, Somajiguda

9704936019

Verified at 5:37PM 
30/04/2021
SOSSIO Hyderabad
#hyderabadcovid","[{'text': 'hyderabadcovid', 'indices': [279, 294]}]"
MajeedRuhi,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
rahul__12,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
JyothiRajesh4,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
BantuGaduu,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
urfriendroshan,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
ambivert_2105,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Ntrfreak9999,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
MowaKim,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
sameershaiksr,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
NTR_S_Follower,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
SoldierHaris,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Nameiskarthik01,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
sreelaw,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
saireddymahesh3,"It’s A Verified Case !!

Need AB +Ve Plasma !!
Place : Virinchi Hospitals,Banjara Hills Hyderabad

If You Have Any Lead Please Contact :
7013103078, 9985907128 !! 👍👍

#Covid19IndiaHelp #Covid19Hyderabad #IndiaFightsCOVID19 https://t.co/HsNValOjHM",[]
chaitu_Insideme,"HYDERABAD OXYGEN BEDS AVAILABLE

8374325678 - Lengend hospital Vanasthalipuram

Verified at 7.20 pm.

#CovidHelp #HYDERABAD","[{'text': 'CovidHelp', 'indices': [117, 127]}, {'text': 'HYDERABAD', 'indices': [128, 138]}]"
NTRRules_,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
prasannacherry,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Mritunj30551671,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
abssras,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
Introthghts,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
Aston081,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Munimahendra97,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
JaijawanJiKisan,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
aravindvemuri,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
YOGI2609,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
SivaSamanthaFan,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
vantigarivenkat,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
raj_keelu3,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Jibinma90840379,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
vamsi_anupoju,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
rayudu017,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
Manikan19345777,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
mohith000000,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
KalyanRam0507,"OXYGEN BEDS HYDERABAD
Contact: 8978709593

Satyam Hospitals, Attapur (Sat levels above 85)

Verified a few mins back.

#CovidHelp #Hyderabad",[]
RrrSimha,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
BUdayaKumar10,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
sandhyatweet271,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
rohith1223,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
Rajat_4_Bharat,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
RSK0900,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Ranjith_Offi,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
tirupatitarak31,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
PANDUTARAK99,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
NagNitk,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Raj_Pinninti,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
NaPeruNaveen,"Oxygen refilling available at Karimnagar, Hyderabad🧯

They don't have new cylinders. We need to take our own cylinder and can get the oxygen refill 🤗  

Contact Vinod Rao : 9395350069
Just verified by me. 

#Hyderabad #COVID19IndiaHelp",[]
HarinKumar9,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
ssmbfannn,"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today.","[{'text': 'OxygenBeds', 'indices': [26, 37]}, {'text': 'Hyderabad', 'indices': [41, 51]}, {'text': 'Telangana', 'indices': [53, 63]}, {'text': 'COVIDEmergency', 'indices': [64, 79]}]"
YellankiAditya,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
uNiqueeTweeteR2,"It’s A Verified Case !!

Need AB +Ve Plasma !!
Place : Virinchi Hospitals,Banjara Hills Hyderabad

If You Have Any Lead Please Contact :
7013103078, 9985907128 !! 👍👍

#Covid19IndiaHelp #Covid19Hyderabad #IndiaFightsCOVID19 https://t.co/HsNValOjHM",[]
anji75178416,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
ssmbdevote_09,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
MahaMetha,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
srikant83725567,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
Harsha_N9,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
mahendrababubod,This is verified. Please RT . For oxygen cylinders contact at Hyderabad. https://t.co/z6cf2DMNiY,[]
yuv562,"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India","[{'text': 'OxygenBeds', 'indices': [25, 36]}, {'text': 'Hyderabad', 'indices': [40, 50]}]"
