username,text,hashtags
MadanP1,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
Lokesh48317851,"Oxygen Refil Centers 
Salibanda and Gelpali Refil Centre 16k per cylinder whatever the size of the cylinder they will Refil it with only 16k 
Comtact : 9177123843
Verified 10:50AM , 6/5/21
Location. Hyderabad",[]
H_a_r_i_3_6_9,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified",[]
Ca_Cinemas,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
kiran_sambangi,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
MadanP1,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
RKrish_Naredla,"@im_neeharika @sripaad125 @SonuSood @KTRTRS 3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [63, 74]}, {'text': 'Hyderabad', 'indices': [123, 133]}]"
NoumanMohammed2,"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515.",[]
SravanthiMovies,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
UNTGAPS,"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515.",[]
bhaskardabhi,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
sivaSN4721,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
chandra_goud30,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
hemanth__itachi,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified",[]
AllThingsTelang,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
itsMahi_Msd,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
writesalman,"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515.",[]
PspkCult_Here,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Me_Ghanii,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
SowjanyaReddy_,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
rahulvenati,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
kparveen2005,"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515.",[]
akhila__akki,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
AllThingsTelang,"#Verified 
#BedsAvailability
#Hyderabad
#hyderabadcovidhelp
May 6th 11:06am 
Meher hospital medchal 
25 oxygen beds available. 
Contact number: 8088917515.
@SureshProdns 
@V6_Suresh 
@MBofficialTeam 
@SVC_official 
@RRRMovie 
@MythriOfficial","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'BedsAvailability', 'indices': [31, 48]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'hyderabadcovidhelp', 'indices': [60, 79]}]"
yourstrulyAbhi,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
yourstrulyAbhi,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
yourstrulyAbhi,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
xnowflurriox,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
Takasi22_5,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
BTelugabbayi,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
bhushan_karella,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
SATISHKUMARN9,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Charanjyothula,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
sureshbabum22,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
sahittirunagari,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
PSPKRaamu,"HYDERABAD #OxygenRefilling 

Hyderabad: Techno Gas is providing refilling of oxygen cylinders. 
Chaitanya at 90728 99999.
 Verified by Rikit at 12:10 PM, on 26th Apri
Baba Gas, Jalpally, Hyderabad - Received new stock. 

9396589260, 7673929606, 7893932629, 8639042247

Verified","[{'text': 'OxygenRefilling', 'indices': [28, 44]}]"
sripaad125,"@im_neeharika @sripaad125 @SonuSood @KTRTRS 3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [63, 74]}, {'text': 'Hyderabad', 'indices': [123, 133]}]"
Covid_Help_IN,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
TylerDurden_,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
saikumar2514,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
rkravula347,"@im_neeharika @sripaad125 @SonuSood @KTRTRS 3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [46, 57]}, {'text': 'Hyderabad', 'indices': [106, 116]}, {'text': 'ICUBed', 'indices': [117, 124]}]"
DHFPofdarling,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
itsme_abhilash,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
PSPKRaamu,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
Laxmi10788135,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
PrabhasAddict3,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified",[]
Anika__AD,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
Sarkaru15734643,"Oxygen Refil Centers 
Salibanda and Gelpali Refil Centre 16k per cylinder whatever the size of the cylinder they will Refil it with only 16k 
Comtact : 9177123843
Verified 10:50AM , 6/5/21
Location. Hyderabad",[]
manishdhfm,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
_sparkle98,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
praveen_designs,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
lala_tweetstar,"❗️❗️Urgent -need for Oxygen cylinders #Hyderabad 

Only verified leads please.... have already tried many numbers 

 @HiHyderabad @charan_tweetz @VK84015570 @SureshzRao @YaminiDiva @PradeepRao4BJP 
#BJYMCares #SOSTCongress","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
mhzoya2174,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
Brontobyte_,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
ABHINAV_HR,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
maheshgoundla,"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG","[{'text': 'Hyderabad', 'indices': [80, 90]}]"
ShadowDevilian,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Brontobyte_,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
maheshgoundla,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
Chethan_bhardwj,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
srsricha,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
Ash777Ch,"#OxygenEmergency #Oxygen Cylinders 55L and 47L will be stocked in two hours.

Contact information is in image. Verified at 7:14 PM on 05.05.2021

#CovidIndia #COVIDEmergencyIndia #HyderabadSOS #Hyderabad https://t.co/4haC5kDGsh","[{'text': 'OxygenEmergency', 'indices': [19, 35]}, {'text': 'Oxygen', 'indices': [36, 43]}]"
hydblooddonors,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
Abhipsa_Gaur,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
Vshivagoud1,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
RohithSayz,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
Brontobyte_,"#Verified 
#BedsAvailability
#Hyderabad
#hyderabadcovidhelp
May 6th 11:06am 
Meher hospital medchal 
25 oxygen beds available. 
Contact number: 8088917515.
@SureshProdns 
@V6_Suresh 
@MBofficialTeam 
@SVC_official 
@RRRMovie 
@MythriOfficial","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'BedsAvailability', 'indices': [31, 48]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'hyderabadcovidhelp', 'indices': [60, 79]}]"
IamRanjithKatta,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Nick_scorpio,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
wata13304706,"#Oxygen beds are available at Nandhini Hospital #Sainikpuri

1 Regular, 10 Oxygen &amp; 3 ICU beds were available.

Contact -  9666656328

Verified at 08:55 P.M - 05/05/2021 by someone else (forwarded lead)
 #Hyderabad

#COVID19 #COVID19India","[{'text': 'Oxygen', 'indices': [17, 24]}, {'text': 'Sainikpuri', 'indices': [65, 76]}]"
__shivakumar01,"#Verified 
#BedsAvailability
#Hyderabad
#hyderabadcovidhelp
May 6th 11:06am 
Meher hospital medchal 
25 oxygen beds available. 
Contact number: 8088917515.
@SureshProdns 
@V6_Suresh 
@MBofficialTeam 
@SVC_official 
@RRRMovie 
@MythriOfficial","[{'text': 'Verified', 'indices': [0, 9]}, {'text': 'BedsAvailability', 'indices': [11, 28]}, {'text': 'Hyderabad', 'indices': [29, 39]}, {'text': 'hyderabadcovidhelp', 'indices': [40, 59]}]"
imchanukya,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
iqlikmovies,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
im_MJ_,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Swas_dr,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
BunnyRaju7567,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
itsmeshivajiraj,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
tarequelaskar,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
LoveLocalindia,"#OxygenEmergency #Oxygen Cylinders 55L and 47L will be stocked in two hours.

Contact information is in image. Verified at 7:14 PM on 05.05.2021

#CovidIndia #COVIDEmergencyIndia #HyderabadSOS #Hyderabad https://t.co/4haC5kDGsh","[{'text': 'OxygenEmergency', 'indices': [19, 35]}, {'text': 'Oxygen', 'indices': [36, 43]}]"
Imcckr,"@vemuruadi @Mahi0x00 @dravsreddy @YaminiDiva @telugulessaa Try Verified Oxygen beds available at Satyam hospital. Attapur Hyderabad. 8978709593

Or

Nandhini Hospital Sainikpuri 1 Regular, 10 Oxygen &amp; 3 ICU beds were available. Contact - 9666656328

Or

Contact 8125259991 8497971166",[]
Anudeepbarlanka,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
Imcckr,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
Pardhu_Prabha,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
MAAmylife,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
VRT_111,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified",[]
carpediemm_18,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
ladkipagalhai,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
ManuReddyyy,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
Madhuri330,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
Mahesharya143,"25 Oxygen bed available at Meher hospitals #Hyderabad 

Verified at 9:50am May 6 https://t.co/zwB0zJ54eJ","[{'text': 'Hyderabad', 'indices': [63, 73]}]"
sunny_politics,"Friend is in critical condition, needs to be hospitalisation. Any verified hospitals having beds in Hyderabad/Nizampet? Plz RT @dravsreddy @YaminiDiva @Mahi0x00 @telugulessaa Thanks 🙏",[]
venki_virat_1,"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp","[{'text': 'OxygenBeds', 'indices': [14, 25]}, {'text': 'Hyderabad', 'indices': [39, 49]}]"
vivekvardan,"Verified on 6/May/2021 10:50 AM
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
@HiHyderabad @revathitweets @swachhhyd",[]
WeAreHyderabad,"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh","[{'text': 'Hyderabad', 'indices': [21, 31]}]"
nizzy99292851,"Satyam hospital, Attapur Hyderabad. 5 Oxgyen beds available and 5 Isolation beds available. 8978709593 *Verified yesterday. 🙏
#COVIDEmergencyIndia",[]
